fold_key	exact_spellings	semantic_status	taxonomy_status	reviewed_destination	import_status	final_master_path	batch_id
c_dred_l1_04	C_Dred_L1_04	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P69
ruby_rt_pinkycup_jnt	Ruby_rt_pinkyCup_jnt	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P69
bone_arr	Bone_ARR	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P69
chin2.r	chin2.R	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P69
bottomleft	BottomLeft	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P69
c_dred_c1_06	C_Dred_C1_06	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P69
chain_9	chain_9	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P69
wep_fx_muzzle10	WEP_FX_Muzzle10	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P69
poke03	Poke03	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P69
bip_bobby_l_uparmtwist	Bip_BOBBY_L_UpArmTwist	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P69
h_r_index1	h_R_Index1	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P69
canine_lfrontleg2	Canine_LFrontLeg2	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P69
wep_fronsight_flipup_kac	WEP_FronSight_FlipUp_KAC	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P69
bip01 op2.r	Bip01 Op2.R	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P69
wep_bipod_leftleg2	WEP_Bipod_LeftLeg2	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P69
fbx_sakura_face_shy	fbx_sakura_face_shy	CLEAR	CLEAR	groupFile/Face/Expressions	IMPORTED	groupFile/Face/Expressions	P69
watergone	WaterGone	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P69
pussyopensuitexposed	PussyOpenSuitExposed	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P69
bow left 3b	bow left 3b	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P69
ph03	PH03	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P69
tail 1 jb	tail 1 JB	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	P69
cloth_bone_up_r_06	cloth_bone_up_r_06	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P69
arm left shoulder ctrl 1	arm left shoulder ctrl 1	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P69
rope_7	Rope_7	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P69
wep_peq2	WEP_PEQ2	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P69
bip_righteye	bip_RightEye	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P69
toprightbone	TopRightBone	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P69
pantsvagopen	PantsVagOpen	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P69
bone156	Bone156	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P69
right_hand_twist3_end	right_hand_twist3_end	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P69
enlarge_y	enlarge_y	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P69
tasselc	TasselC	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P69
reyehalfclose	REyeHalfClose	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P69
bodyshape-body-size-min	bodyshape-body-size-min	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P69
knee fix.l	Knee Fix.L	CLEAR	CLEAR	groupFile/Correctives	IMPORTED	groupFile/Correctives	P69
wakazashi.handle	Wakazashi.Handle	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P69
topexposed	TOPEXPOSED	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P70
wep_stock_para_retract	WEP_Stock_Para_Retract	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P70
arm left elbow adj. 3	arm left elbow adj. 3	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P70
bone191	Bone191	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
bip_pigtail_l_1	bip_pigtail_L_1	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P70
bip facetempleloin l	bip facetempleloin l	PARTIAL	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P70
eyeswide-left	EyesWide-Left	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P70
genitals_inner_middle_right	Genitals_Inner_Middle_Right	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P70
lipsbottomcurlout	lipsbottomcurlout	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P70
bip chin	bip chin	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P70
arm left elbow twist1	arm left elbow twist1	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P70
ehh r	Ehh R	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P70
dyng w 03	dyng w 03	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P70
crush-4	crush-4	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P70
bip_teeth_top_r	bip_teeth_top_r	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P70
valvebiped.bip01_l_ring02	ValveBiped.Bip01_L_Ring02	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P70
flm-arma-swordb-il	Flm-ArmA-SwordB-IL	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P70
neutrall	NeutralL	CLEAR	CLEAR	groupFile/Face/Expressions	IMPORTED	groupFile/Face/Expressions	P70
frily_root_1.l	Frily_Root_1.L	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P70
wep_clipazine_child	WEP_Clipazine_Child	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P70
head_neck_upper	head_neck_upper	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P70
fbx_weapon_asagi_3	fbx_weapon_asagi_3	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P70
arm right elbow adjust a	arm right elbow adjust a	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P70
bh13.l	Bh13.L	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
gatling	gatling	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P70
bip01_spine3_008	Bip01_Spine3_008	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P70
l thumb 02	l thumb 02	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P70
head laughline upper right	head laughline upper right	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	P70
cock_01.001	Cock_01.001	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P70
earring.ring_1	Earring.Ring_1	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P70
pot3	pot3	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P70
tailright4_1	TailRight4_1	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	P70
headgear_l.006	Headgear_L.006	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P70
brk-rig-hole-v1	Brk-Rig-Hole-V1	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P70
brk-rig-bacon-b	Brk-Rig-Bacon-B	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
right_2	Right_2+right_2	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
bas.side_right_3	BAS.Side_Right_3	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
asimpact 2	Asimpact 2	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P70
back 2	Back 2	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P70
veil_middle_1	VEIL_MIDDLE_1	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P70
bip01_r_hand019	Bip01_R_Hand019	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P70
liplowerinner_r	LipLowerInner_R	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P70
tie_02	Tie_02	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P70
tailleft4_5	TailLeft4_5	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	P70
egg.wall_5	Egg.Wall_5	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P70
bandana knot	Bandana Knot	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P70
unused147	unused147	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P70
blinkmid1	BlinkMid1	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P70
cloth_side_b_l	cloth_side_B_L	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P70
arm_rotate_l	Arm_Rotate_L	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P70
hands skinny	Hands Skinny	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P70
bip01_r_hand018	Bip01_R_Hand018	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P70
bip_pinky_2_l_end	bip_pinky_2_L_end	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P70
bip forearmtwistbottom r	bip forearmtwistbottom r	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P70
side_left_7	side_left_7	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
bone078	Bone078	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
unused stomach root	unused stomach root	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P70
wep_front_sight	WEP_Front_Sight	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P70
dyng r necklace 03	dyng r necklace 03	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P70
lipnasolabialcrease_l	LipNasolabialCrease_L	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P70
back.bow_right_2	Back.Bow_Right_2	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P70
bow left 1a	bow left 1a	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P70
asup	Asup	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
lowerlidlowerl+lowerlidlowerr	LowerLidLowerL+LowerLidLowerR	CLEAR	CLEAR	groupFile/Face/Eyes	LEDGER_INTERNAL_CONFLICT		P70
whr_1	whR_1	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
bow right 1d	bow right 1d	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P70
bone177	Bone177	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
s2	s2	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
pbg-base	PBG-Base	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
root hips_l.002	root hips_L.002	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P70
head cheeck left 2	head cheeck left 2	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	P70
generichuman_l_cornerlipjnt	GenericHuman_l_cornerLipJnt	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P70
bone_skin	Bone_skin	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
boobsie3	boobsie3	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P70
mune_r__const_kata_r__rot_sakotsu_r__x0__offset	mune_r__const_kata_r__rot_sakotsu_r__x0__offset	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P70
pencil04	pencil04	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P70
bip_r_cloth_a_02	bip_r_cloth_a_02	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P70
spike_06_m	Spike_06_M	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P70
l dlipout b	L Dlipout B	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P70
submesh_00_lod_1.1222	submesh_00_LOD_1.1222	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
fit upper 01	fit Upper 01	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
flm-arma-swordb-br	Flm-ArmA-SwordB-BR	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P70
back 6_1	Back 6_1	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P70
bone 66	bone 66	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
wep_slide_extractor	WEP_Slide_Extractor	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P70
lidsupright	LidsUpRight	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P70
rpinky	RPinky	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P70
v_ind_ss_deskfan2_high_0	v_ind_ss_deskfan2_high_0	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P70
body-waist-pannel-shrink-remove	Body-Waist-Pannel-Shrink-Remove	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P70
wep_boxmagazine_bullet4	WEP_BoxMagazine_Bullet4	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P70
apron c3	Apron c3	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P70
hook_left	HOOK_LEFT	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P70
topright	TopRight	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
lowerleg_left	lowerleg_left	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P70
ph12	PH12	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
cklegbendforwardr120	CKLegBendForwardR120	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P70
bip_pads_l	bip_pads_l	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P70
bone081	Bone081	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
- ex	- ex	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P70
flm-arma-foot-r1	Flm-ArmA-Foot-R1	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P70
flm-arma-swordb-h	Flm-ArmA-SwordB-H	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
r_fin_front_b	r_fin_front_b	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
anus/vag open dp corr	Anus/Vag Open DP Corr	CLEAR	CLEAR	groupFile/Correctives	IMPORTED	groupFile/Correctives	P71
lowerliplowerl	LowerLipLowerL	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P71
bip_l_horn_c	bip_l_horn_c	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
foot_s_l	Foot_S_L	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P71
r dlid a	R Dlid A	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P71
bone125	Bone125	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P71
bip01-spine003	Bip01-Spine003	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P71
larmtwist3	lArmTwist3	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P71
shell.wall_46	Shell.Wall_46	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
bas.rear_right_3_jiggle	BAS.Rear_Right_3_jiggle	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P71
jacket_collar_l	jacket_collar_L	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P71
gen_4	Gen_4	PARTIAL	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P71
squish-zy	squish-zy	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P71
left_lidloclose	Left_LidLoClose	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P71
bip001-l-thigh	Bip001-L-Thigh	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P71
opt_as_r_hip	OPT_AS_R_Hip	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P71
jiggle.tassle_back_3	Jiggle.Tassle_Back_3	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P71
ude_md_l__rot_te_l__x50__offset	ude_md_l__rot_te_l__x50__offset	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P71
third_arms_r_ring1	Third_Arms_R_Ring1	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P71
valvebiped_bullet7	ValveBiped_Bullet7	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
bip01_spine1_002	Bip01_Spine1_002	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P71
flm-arma-neckb	Flm-ArmA-NeckB	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P71
collar_r1	Collar_R1	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P71
pussy left in 2	pussy left in 2	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P71
wrinkle_small_3	wrinkle_small_3	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P71
window_urban_sash_48_88_full_gib02	window_urban_sash_48_88_full_gib02	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
bikini_12	Bikini_12	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P71
wep_fireselector	WEP_FireSelector	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
genitals_inner_front_left	Genitals_Inner_Front_Left	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P71
head nostril left c	head nostril left c	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	P71
grinning 	Grinning 	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P71
leotoardalt2-slideaside	LeotoardAlt2-SlideAside	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P71
liquid	liquid	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
bone 1010	bone 1010	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P71
tail02n	Tail02N	CLEAR	CLEAR	groupFile/Tail	IMPORTED	groupFile/Tail	P71
wheelfront_base	wheelfront_base	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
wep_optic	WEP_Optic	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
dyng y 03	dyng y 03	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P71
bikini boobs big	Bikini Boobs Big	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P71
keychain.chain_7	Keychain.Chain_7	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
belt_bone_fr_01	belt_bone_fr_01	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P71
bone_face_eye_l_shape_out	Bone_Face_Eye_L_Shape_Out	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P71
wep_fx_flashlight	WEP_FX_Flashlight	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
strings 9 jb	strings 9 JB	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P71
bow right 2e	bow right 2e	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P71
bone186	Bone186	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P71
rshoulderjb	RShoulderJb	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P71
bip_stoolclothlower_0_r	bip_StoolClothLower_0_R	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
leglittlefinger1_l	LegLittleFinger1_L	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P71
blades	blades	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P71
wheel_rr	Wheel_RR	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
vagopen07	VagOpen07	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P71
headjaw	HeadJaw	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P71
bow left b 3	bow left b 3	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P71
knotmedium1	KnotMedium1	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P71
rope.02.r	rope.02.R	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P71
r dlid b	R Dlid B	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P71
bone163	Bone163	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P71
leg3	leg3	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P71
bip_r_ripupper0	bip_r_ripupper0	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P71
hinge.music_stand	Hinge.Music_Stand	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
eye upset	Eye upset	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P71
thigh fix deformation 90 l	Thigh Fix Deformation 90 L	CLEAR	CLEAR	groupFile/Correctives	IMPORTED	groupFile/Correctives	P71
left_lidupclose	Left_LidUpClose	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P71
r ucor	R Ucor	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P71
bip01 foot.l	Bip01 Foot.L	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P71
cape left 3	cape left 3	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P71
buttsizenew	ButtsizeNew	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P71
bip01_l_clavicle008	Bip01_L_Clavicle008	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P71
pantsanusopen	PantsAnusOpen	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P71
telebase	Telebase	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P71
v_weapon.m3_shell	v_weapon.M3_SHELL	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
unused.010	unused.010	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P71
hm	Hm	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P71
smileright	SmileRight	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P71
arm right elbow twist1	arm right elbow twist1	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P71
55	55	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P71
bip001-r-toe0	Bip001-R-Toe0	CLEAR	CLEAR	groupFile/Toes/RightToes	IMPORTED	groupFile/Toes/RightToes	P71
rm01	RM01	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P71
headfurtip.l	HeadFurTip.L	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P71
cape2_right1	CAPE2_RIGHT1	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P71
wep_fx_muzzle7	WEP_FX_Muzzle7	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P71
right_lipupv	Right_LipUpV	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P71
adjust_wrist_l	adjust_wrist_L	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P71
unusedbone127	unusedbone127	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P71
polysurface63	polySurface63	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P71
bone 1077	bone 1077	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P71
