fold_key	exact_spellings	semantic_status	taxonomy_status	reviewed_destination	import_status	final_master_path	batch_id
box_face_08_m	Box_Face_08_M	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P111
head eye corner lefta	head eye corner lefta	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P111
valvebiped.bip01_r_middle01	ValveBiped.Bip01_R_Middle01	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P111
fringe 14	fringe 14	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P111
loincloth front 1b	loincloth front 1b	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
bip_lube	bip_lube	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P112
cloth_front_b_3	cloth_front_B_3	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
flm-armb-arm-rd	Flm-ArmB-Arm-RD	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P112
brows-serious	brows-serious	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P112
valvebiped.bip01_l_testicle0	ValveBiped.Bip01_L_Testicle0	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P112
eyes-look-down	eyes-look-down	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P112
piercing.nipple_ring_right_jiggle	Piercing.Nipple_Ring_Right_jiggle	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
leg left sta	leg left StA	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P112
exclam1	Exclam1	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P112
lfaceparts	LFaceParts	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P112
r collarb spo	R CollarB Spo	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
bip_stone_r_uparmtwist1	Bip_STONE_R_UpArmTwist1	CLEAR	CLEAR	groupFile/Arms/RightArm	IMPORTED	groupFile/Arms/RightArm	P112
unusedbone173	unusedbone173	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P112
cons_potion_healing_a_supreme_mesh	CONS_Potion_Healing_A_Supreme_Mesh	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P112
lower_04	Lower_04	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P112
bip_pigtail_r_3	bip_pigtail_R_3	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P112
l05	L05	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P112
bone146	Bone146	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P112
腕捩1.l	腕捩1.L	CLEAR	CLEAR	groupFile/Arms/LeftArm	IMPORTED	groupFile/Arms/LeftArm	P112
bone pinky 2	bone pinky 2	CLEAR	CLEAR	groupFile/Fingers	IMPORTED	groupFile/Fingers	P112
r ujacketb c phy	R uJacketB c Phy	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
b7	B7	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P112
boobsie23	boobsie23	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P112
pad1_4	pad1_4	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P112
wep_fx_muzzle9	WEP_FX_Muzzle9	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P112
ulid_r_2	ULid_R_2	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P112
bone 1023	bone 1023	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P112
wep_bolt	WEP_Bolt	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P112
bip_r_neck_a	bip_r_neck_a	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P112
indextoe2_r	indexToe2_r	CLEAR	CLEAR	groupFile/Toes/RightToes	IMPORTED	groupFile/Toes/RightToes	P112
unused.013	unused.013	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P112
thesword	TheSword	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P112
angery right	angery right	CLEAR	CLEAR	groupFile/Face/Expressions	IMPORTED	groupFile/Face/Expressions	P112
necklace left	necklace left	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
alertl	alertl	CLEAR	CLEAR	groupFile/Face/Expressions	IMPORTED	groupFile/Face/Expressions	P112
bip_pinky_root_0_r	bip_pinky_root_0_R	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P112
beadhangfrontduo b2	BeadHangFrontDuo B2	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
wep_fx_muzzle11	WEP_FX_Muzzle11	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P112
jiggle leg right thigh 2	jiggle leg right thigh 2	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P112
rope_3	Rope_3	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P112
ph09	PH09	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P112
clothanushide	ClothAnusHide	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
bip_l_cloth_b_05	bip_l_cloth_b_05	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
wep_fx_laser3	WEP_FX_Laser3	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P112
bas.left_2_jiggle	BAS.Left_2_jiggle	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P112
hatcloth_bone_09	hatCloth_bone_09	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
fat belly	Fat Belly	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P112
fin_top_a_a	fin_top_a_a	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P112
bip_belt_r_0	bip_belt_R_0	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
arm right shoulder 2 twist	arm right shoulder 2 twist	CLEAR	CLEAR	groupFile/Arms/RightArm	IMPORTED	groupFile/Arms/RightArm	P112
pants pregnant	Pants Pregnant	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
object14	Object14	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P112
rightunderchin	RightUnderChin	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P112
arm left finger 4 d	arm left finger 4 d	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P112
bip elbowhelper l	bip elbowhelper l	CLEAR	CLEAR	groupFile/Arms/LeftArm	IMPORTED	groupFile/Arms/LeftArm	P112
flm-armb-arm-le	Flm-ArmB-Arm-LE	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P112
unusedtransform6 cmn sl alison	unusedtransform6 cmn sl alison	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P112
eye close upper	Eye Close Upper	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P112
object07	Object07	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P112
foreskintipsmaller	ForeskinTipSmaller	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P112
cape 2d	Cape 2d	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
h3jiggle03	H3Jiggle03	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P112
small_earring.l	Small_Earring.L	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
outbrow_left_in	outBrow_left_IN	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P112
body_joint	body_joint	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P112
trapezius	Trapezius	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P112
page2_b	Page2_B	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P112
throat-lower-bulge	throat-lower-bulge	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P112
bone 1026	bone 1026	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P112
labiummajora2_l	LabiumMajora2_L	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P112
taurenmale_hd_bone_85	taurenmale_hd_bone_85	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P112
bip01_head009	Bip01_Head009	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P112
armtwister	armTwister	CLEAR	CLEAR	groupFile/Arms	IMPORTED	groupFile/Arms	P112
egg.wall_23	Egg.Wall_23	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P112
foot_ring_2_l	foot_ring_2_L	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P112
eye-r-surprise	Eye-R-Surprise	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P112
canine_rbackleg1	Canine_RBackLeg1	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P112
l ucor	L Ucor	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P112
w open	W open	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P112
fringe 16	fringe 16	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P112
lipraise	lipraise	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P112
r fold b	R Fold B	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P112
sword2 blade base	Sword2 Blade Base	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P112
key.m	Key.M	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P112
lipsstretchl+lipsstretchr	LipsStretchL+LipsStretchR	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P112
waterhigh	WaterHigh	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P112
arm right arm twist 2	arm right arm twist 2	CLEAR	CLEAR	groupFile/Arms/RightArm	IMPORTED	groupFile/Arms/RightArm	P112
scrotum01	scrotum01	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P112
taurenmale_hd_bone_60	taurenmale_hd_bone_60	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P112
unused genitalslag06	unused genitalslag06	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P112
left thumb 1 grip 2	Left thumb 1 grip 2	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P112
leg1	leg1	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P112
cloth right 7 jb	cloth right 7 JB	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
stockingheel.r	stockingheel.r	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
wep_fx_muzzle1	WEP_FX_Muzzle1	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P112
l_side_holster_0u_0v_outer	l_side_holster_0u_0v_outer	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P112
flareoutright	FlareOutRight	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P112
polysurface138	polySurface138	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P112
r_eye1a	r_eye1a	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P112
grip.002	grip.002	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
anus close	Anus Close	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P113
right index finger 3	Right index finger 3	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P113
_right_y_down	_right_y_down	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P113
pupils-happyblink-l	Pupils-HappyBlink-L	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P113
cape2_left5	CAPE2_LEFT5	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P113
right_smile	Right_Smile+Right_smile	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P113
side_left_4	side_left_4	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P113
c_lur_b00	C_LUR_B00	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P113
canin_pen_1	canin_pen_1	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P113
foreskin_left	foreskin_left	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P113
aerolaperk	aerolaPerk	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P113
bipfin l finger2	BipFin L Finger2	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P113
bip01_r_clavicle008	Bip01_R_Clavicle008	CLEAR	CLEAR	groupFile/Arms/RightArm	IMPORTED	groupFile/Arms/RightArm	P113
window_urban_sash_48_88_full_gib11	window_urban_sash_48_88_full_gib11	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
fh18.r	Fh18.R	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P113
kneefix	KneeFix+Kneefix	CLEAR	CLEAR	groupFile/Correctives	IMPORTED	groupFile/Correctives	P113
bone_eye_r	Bone_Eye_R+Bone_eye_R	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P113
facial_lod1_r_eyecornerouterlower	FACIAL_LOD1_R_EyeCornerOuterLower	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P113
bipfio lcalftwist	BipFio LCalfTwist	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P113
thightwist2left	ThighTwist2Left	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P113
f14	F14	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P113
wep_shell2	WEP_Shell2	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
orcmale_hd_fixed_bone55	orcmale_hd_fixed_Bone55	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P113
unusedtransform1 cmn sl alison	unusedtransform1 cmn sl alison	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P113
v_weapon.lighter_flame5	v_weapon.lighter_flame5	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
fitupperbody	FitUpperBody	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P113
cape1_left1	CAPE1_LEFT1	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P113
outfit anusopen	Outfit AnusOpen	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P113
bone066	Bone066	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P113
head forehead right fix	head forehead right fix	CLEAR	CLEAR	groupFile/Correctives	IMPORTED	groupFile/Correctives	P113
disgustright	DisgustRight	CLEAR	CLEAR	groupFile/Face/Expressions	IMPORTED	groupFile/Face/Expressions	P113
wep_stock_retract	WEP_Stock_Retract	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
hose_13	Hose_13	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
h3jiggle04	H3Jiggle04	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P113
bodyshape-portly	bodyshape-portly	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P113
rightarmbicep_helper	RightArmBicep_helper	CLEAR	CLEAR	groupFile/Arms/RightArm	IMPORTED	groupFile/Arms/RightArm	P113
wep_40mm_shell	WEP_40mm_Shell	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
smile 4	Smile 4	CLEAR	CLEAR	groupFile/Face/Lower Face	IMPORTED	groupFile/Face/Lower Face	P113
pelvis lower adj	pelvis lower adj	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P113
hose_08	Hose_08	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
tool_hospital_surgery_kit_b_mesh	TOOL_Hospital_Surgery_Kit_B_Mesh	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
unused head.037	unused head.037	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P113
wep_m203_safety	WEP_M203_Safety	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
wep_pump	WEP_Pump	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
streaks open r	Streaks open R	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P113
boobflat.r	BoobFlat.R	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P113
music_gen_violin_a_mesh	MUSIC_GEN_Violin_A_Mesh	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
bip_stone_r_thightwist1	Bip_STONE_R_ThighTwist1	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P113
bow right 1c	bow right 1c	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P113
bip01_r_clavicle004	Bip01_R_Clavicle004	CLEAR	CLEAR	groupFile/Arms/RightArm	IMPORTED	groupFile/Arms/RightArm	P113
glutes size	Glutes Size	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P113
v_ih	v_ih	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P113
backhair l02 joint 1	backhair l02 joint 1	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P113
ebouterlowererr	EBOuterLowererR	CLEAR	CLEAR	groupFile/Face/Upper Face	ALREADY_PRESENT_SAME_PATH	groupFile/Face/Upper Face	P113
head nostril left 3	head nostril left 3	CLEAR	CLEAR	groupFile/Face/Mid Face	IMPORTED	groupFile/Face/Mid Face	P113
bobcut.rear_center_2	Bobcut.Rear_Center_2	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P113
cartraffic	cartraffic	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
bonehigh01	BoneHigh01	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P113
| tits size | + (metal)	| Tits Size | + (METAL)	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P113
ahoge 1	Ahoge 1	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P113
bip_r_horn_02	bip_r_horn_02	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
bip_r_finger_a_01	bip_r_finger_a_01	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P113
lbrow middle	lbrow middle	CLEAR	CLEAR	groupFile/Face/Upper Face	IMPORTED	groupFile/Face/Upper Face	P113
waki_l__slerp_kata_l__i40_x0__offset	waki_l__slerp_kata_l__i40_x0__offset	CLEAR	CLEAR	groupFile/Arms/LeftArm	IMPORTED	groupFile/Arms/LeftArm	P113
l_upper_leg_front_helper	l_upper_leg_front_helper	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P113
fake_wheel_rl	fake_wheel_rl	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
bip01_spine3_019	Bip01_Spine3_019	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P113
officechair	officechair	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
nudelowerbodyvagopen	NudeLowerBodyVagOpen	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P113
sidelockleft2	SideLockLeft2	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P113
bip_fpinky00_r	Bip_FPinky00_R	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P113
arm left elbow twist2	arm left elbow twist2	CLEAR	CLEAR	groupFile/Arms/LeftArm	IMPORTED	groupFile/Arms/LeftArm	P113
index1_base.r	index1_base.r	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P113
unused.056	unused.056	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P113
unused148	unused148	CLEAR	CLEAR	groupFile/Useless	IMPORTED	groupFile/Useless	P113
lever	Lever	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
collar front right	collar front right	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P113
v_weapon.l_wrist_helper	v_weapon.L_wrist_helper	CLEAR	CLEAR	groupFile/Arms/LeftArm	IMPORTED	groupFile/Arms/LeftArm	P113
stockingsthiccerreal	StockingsThiccerReal	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P113
wep_bullet7_round	WEP_Bullet7_Round	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P113
cock.shaft_1	Cock.Shaft_1	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P113
pinkyleft2	PinkyLeft2	CLEAR	CLEAR	groupFile/Arms/LeftArm/LeftFingers	IMPORTED	groupFile/Arms/LeftArm/LeftFingers	P113
bip_penis-ball-1.l	bip_penis-ball-1.L	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P113
flm-arma-foot-r5	Flm-ArmA-Foot-R5	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P113
l04	L04	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P113
shorten_4	shorten_4	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P113
hand_rotate1_l	Hand_Rotate1_L	CLEAR	CLEAR	groupFile/Arms/LeftArm	IMPORTED	groupFile/Arms/LeftArm	P113
flex_drop	Flex_DROP	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P113
r04	R04	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P113
arm right finger 3	arm right finger 3	CLEAR	CLEAR	groupFile/Arms/RightArm/RightFingers	IMPORTED	groupFile/Arms/RightArm/RightFingers	P113
shirt small thigs	Shirt Small Thigs	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P113
valvebiped.bip01_pelvis.034	ValveBiped.Bip01_Pelvis.034	CLEAR	CLEAR	groupFile/Body	IMPORTED	groupFile/Body	P113
r_part	R_part	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P113
valvebiped.bip02_r_foot	ValveBiped.Bip02_R_Foot	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P113
pupils-glareremove-r	Pupils-GlareRemove-R	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P113
anime angry br	Anime angry bR	CLEAR	CLEAR	groupFile/Face/Expressions	IMPORTED	groupFile/Face/Expressions	P113
butt_size	butt_size	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P113
left_22	left_22	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P113
righteyehalfopen	RightEyeHalfOpen	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P113
r femorisb spo	R FemorisB Spo	CLEAR	CLEAR	groupFile/Legs	IMPORTED	groupFile/Legs	P114
legs-kneesock-fit	Legs-Kneesock-Fit	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P114
pb_l_cmy01_fhair_03	pb_L_CMY01_FHair_03	CLEAR	CLEAR	groupFile/Hair	IMPORTED	groupFile/Hair	P114
pincer left root	Pincer Left Root	PARTIAL	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P114
bone003	Bone003	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P114
foreskin_bottom	foreskin_bottom	CLEAR	CLEAR	groupFile/Body Morphs	IMPORTED	groupFile/Body Morphs	P114
flm-arma-swordb-jl	Flm-ArmA-SwordB-JL	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P114
pbg-rig-face	PBG-Rig-Face	CLEAR	NEEDS_CONTEXT		NOT_IMPORTED_NEEDS_CONTEXT		P114
fulleyesopen	FullEyesOpen	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P114
book_back_m	Book_Back_M	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P114
h10	H10+h10	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P114
toplid_l2	toplid_L2	CLEAR	CLEAR	groupFile/Face/Eyes	IMPORTED	groupFile/Face/Eyes	P114
wep_stock_underfolding	WEP_StocK_Underfolding	CLEAR	CLEAR	groupFile/Other	IMPORTED	groupFile/Other	P114
shoulder_orb_right	SHOULDER_ORB_RIGHT	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P114
singsang	SingSang	OPAQUE	NOT_APPLICABLE		NOT_IMPORTED_NOT_APPLICABLE		P114
bipbrk sunglasses_l	BipBrk Sunglasses_L	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P114
hatf_r	hatF_R	CLEAR	CLEAR	groupFile/Clothing	IMPORTED	groupFile/Clothing	P114
