exact_literal	ascii_fold_key	current_classification	final_master_path	human_review_disposition	original_proposed_path	review_row_id	sibling_family_count	scanner_source_lines	notes
lowwer right eyelid1	lowwer right eyelid1	M3	groupFile/Face/Eyes	ACCEPTED_AS_PROPOSED	groupFile/Face/Eyes	10860	1	1, 9, 2	
lowwer right eyelid2	lowwer right eyelid2	M3	groupFile/Face/Eyes	ACCEPTED_AS_PROPOSED	groupFile/Face/Eyes	10433	1	1, 8, 4	
lowwer right eyelid3	lowwer right eyelid3	M3	groupFile/Face/Eyes	ACCEPTED_AS_PROPOSED	groupFile/Face/Eyes	10588	1	1, 9, 3	
lowwer right lip	lowwer right lip	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	9273	1	1, 7, 4	
LP Hair	lp hair	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5035	1	5, 3, 8, 6	
lpectoral	lpectoral	M2	groupFile/Body Morphs	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Body Morphs	13520	1	2, 7, 0, 4, 0	human proposed groupFile/Body vs existing groupFile/Body Morphs -- family NOT moved this phase
lPectoral_Root	lpectoral_root	M2	groupFile/Body Morphs	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Body Morphs	13951	1	1, 4, 6	human proposed groupFile/Body vs existing groupFile/Body Morphs -- family NOT moved this phase
LPinky2	lpinky2	M2	groupFile/Arms/LeftArm/LeftFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/LeftArm/LeftFingers	15076	1	1, 6, 2, 0, 4	
LRing2	lring2	M2	groupFile/Arms/LeftArm/LeftFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/LeftArm/LeftFingers	14985	1	1, 6, 2, 0, 6	
lshldrtwist	lshldrtwist	M2	groupFile/Arms	ACCEPTED_AS_PROPOSED	groupFile/Arms	13665	1	2, 7, 0, 4, 4	
lShldrTwist2	lshldrtwist2	M2	groupFile/Arms	ACCEPTED_AS_PROPOSED	groupFile/Arms	13522	1	8, 6, 9, 8	
LSideEyelidA	lsideeyelida	M3	groupFile/Face/Eyes	ACCEPTED_AS_PROPOSED	groupFile/Face/Eyes	10867	1	1, 6, 2, 1, 0	
LSideEyelidB	lsideeyelidb	M3	groupFile/Face/Eyes	ACCEPTED_AS_PROPOSED	groupFile/Face/Eyes	10612	1	1, 6, 2, 1, 1	
LSkirt	lskirt	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	758	1	5, 3, 8, 7	
LSkirt.001	lskirt.001	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	846	1	1, 6, 2, 1, 3	
LSkirt.2	lskirt.2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1314	1	5, 3, 8, 8	
lSkirt1	lskirt1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1262	1	2, 6, 4, 3, 2	
lSkirt3	lskirt3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1427	1	2, 6, 4, 3, 3	
lsmalltoe1	lsmalltoe1	M2	groupFile/Toes/LeftToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/LeftToes	14909	1	2, 7, 0, 4, 5	
lsmalltoe2	lsmalltoe2	M2	groupFile/Toes/LeftToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/LeftToes	13093	1	2, 7, 0, 4, 7	
lsmalltoe3	lsmalltoe3	M2	groupFile/Toes/LeftToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/LeftToes	14123	1	2, 7, 0, 4, 9	
lsmalltoe4	lsmalltoe4	M2	groupFile/Toes/LeftToes	ACCEPTED_AS_PROPOSED	groupFile/Toes/LeftToes	14496	1	2, 7, 0, 5, 1	
lthigh	lthigh	M2	groupFile/Legs	ACCEPTED_AS_PROPOSED	groupFile/Legs	13453	1	2, 7, 0, 5, 3	
lthightwist	lthightwist	M2	groupFile/Legs	ACCEPTED_AS_PROPOSED	groupFile/Legs	13088	1	2, 7, 0, 5, 4	
lthumb1	lthumb1	M2	groupFile/Arms/LeftArm/LeftFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/LeftArm/LeftFingers	14905	1	2, 7, 0, 5, 6	
LThumb2	lthumb2	M2	groupFile/Arms/LeftArm/LeftFingers	ACCEPTED_AS_PROPOSED	groupFile/Arms/LeftArm/LeftFingers	14880	1	1, 6, 2, 1, 6	
Lulu Necklace.Breast_Left	lulu necklace.breast_left	M3	groupFile/Clothing	HUMAN_CORRECTED	groupFile/Body Morphs	11232	1	1, 6, 7, 8, 6	
Lulu Necklace.Breast_Right	lulu necklace.breast_right	M3	groupFile/Clothing	HUMAN_CORRECTED	groupFile/Body Morphs	11419	1	1, 6, 7, 8, 7	
LUpperEyelidA	luppereyelida	M3	groupFile/Face/Eyes	ACCEPTED_AS_PROPOSED	groupFile/Face/Eyes	10859	1	1, 6, 2, 2, 6	
LUpperEyelidB	luppereyelidb	M3	groupFile/Face/Eyes	ACCEPTED_AS_PROPOSED	groupFile/Face/Eyes	10350	1	1, 6, 2, 2, 7	
LUpperEyelidC	luppereyelidc	M3	groupFile/Face/Eyes	ACCEPTED_AS_PROPOSED	groupFile/Face/Eyes	10497	1	1, 6, 2, 2, 8	
M_Jaw_Loc	m_jaw_loc	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	11121	1	5, 4, 8, 1	
M_NoseLow_Loc	m_noselow_loc	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	10274	1	5, 4, 8, 2	
M_NoseMiddle_Loc	m_nosemiddle_loc	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	10138	1	5, 4, 8, 3	
M_NoseUpper_Loc	m_noseupper_loc	M3	groupFile/Face/Mid Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Mid Face	10168	1	5, 4, 8, 4	
Mad	mad	M2	groupFile/Face/Expressions	ACCEPTED_AS_PROPOSED	groupFile/Face/Expressions	14562	1	1, 2, 5, 5	
mag	mag	M2	groupFile/Other	ACCEPTED_AS_PROPOSED	groupFile/Other	12392	1	6, 2, 1	
magazine	magazine	M2	groupFile/Other	ACCEPTED_AS_PROPOSED	groupFile/Other	12688	1	3, 9, 9, 8	
Maid.Dress_Front_Center_1	maid.dress_front_center_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2135	1	2, 2, 0, 4	
Maid.Dress_Front_Center_2	maid.dress_front_center_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2253	1	2, 2, 0, 5	
Maid.Dress_Front_Center_3	maid.dress_front_center_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2448	1	2, 2, 0, 6	
Maid.Dress_Front_Center_4	maid.dress_front_center_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2067	1	2, 2, 0, 7	
Maid.Dress_Front_Center_5	maid.dress_front_center_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2502	1	2, 2, 0, 8	
Maid.Dress_Front_Center_6	maid.dress_front_center_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2330	1	2, 2, 0, 9	
Maid.Dress_Front_Center_7	maid.dress_front_center_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2002	1	2, 2, 1, 0	
Maid.Dress_Front_Center_8	maid.dress_front_center_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2422	1	2, 2, 1, 1	
Maid.Dress_Front_Left_1	maid.dress_front_left_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2321	1	2, 2, 1, 2	
Maid.Dress_Front_Left_2	maid.dress_front_left_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2539	1	2, 2, 1, 3	
Maid.Dress_Front_Left_3	maid.dress_front_left_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1973	1	2, 2, 1, 4	
Maid.Dress_Front_Left_4	maid.dress_front_left_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2530	1	2, 2, 1, 5	
Maid.Dress_Front_Left_5	maid.dress_front_left_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2475	1	2, 2, 1, 6	
Maid.Dress_Front_Left_6	maid.dress_front_left_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2423	1	2, 2, 1, 7	
Maid.Dress_Front_Left_7	maid.dress_front_left_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1924	1	2, 2, 1, 8	
Maid.Dress_Front_Left_8	maid.dress_front_left_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2566	1	2, 2, 1, 9	
Maid.Dress_Front_Right_1	maid.dress_front_right_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2029	1	2, 2, 2, 0	
Maid.Dress_Front_Right_2	maid.dress_front_right_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2472	1	2, 2, 2, 1	
Maid.Dress_Front_Right_3	maid.dress_front_right_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1650	1	2, 2, 2, 2	
Maid.Dress_Front_Right_4	maid.dress_front_right_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1539	1	2, 2, 2, 3	
Maid.Dress_Front_Right_5	maid.dress_front_right_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2278	1	2, 2, 2, 4	
Maid.Dress_Front_Right_6	maid.dress_front_right_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2584	1	2, 2, 2, 5	
Maid.Dress_Front_Right_7	maid.dress_front_right_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2215	1	2, 2, 2, 6	
Maid.Dress_Front_Right_8	maid.dress_front_right_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1867	1	2, 2, 2, 7	
Maid.Dress_Rear_Center_1	maid.dress_rear_center_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1934	1	2, 2, 2, 8	
Maid.Dress_Rear_Center_2	maid.dress_rear_center_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1571	1	2, 2, 2, 9	
Maid.Dress_Rear_Center_3	maid.dress_rear_center_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2479	1	2, 2, 3, 0	
Maid.Dress_Rear_Center_4	maid.dress_rear_center_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1760	1	2, 2, 3, 1	
Maid.Dress_Rear_Center_5	maid.dress_rear_center_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1562	1	2, 2, 3, 2	
Maid.Dress_Rear_Center_6	maid.dress_rear_center_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2519	1	2, 2, 3, 3	
Maid.Dress_Rear_Center_7	maid.dress_rear_center_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2073	1	2, 2, 3, 4	
Maid.Dress_Rear_Center_8	maid.dress_rear_center_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2494	1	2, 2, 3, 5	
Maid.Dress_Rear_Left_1	maid.dress_rear_left_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1703	1	2, 2, 3, 6	
Maid.Dress_Rear_Left_2	maid.dress_rear_left_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1541	1	2, 2, 3, 7	
Maid.Dress_Rear_Left_3	maid.dress_rear_left_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2436	1	2, 2, 3, 8	
Maid.Dress_Rear_Left_4	maid.dress_rear_left_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2447	1	2, 2, 3, 9	
Maid.Dress_Rear_Left_5	maid.dress_rear_left_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2474	1	2, 2, 4, 0	
Maid.Dress_Rear_Left_6	maid.dress_rear_left_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1901	1	2, 2, 4, 1	
Maid.Dress_Rear_Left_7	maid.dress_rear_left_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1817	1	2, 2, 4, 2	
Maid.Dress_Rear_Left_8	maid.dress_rear_left_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2309	1	2, 2, 4, 3	
Maid.Dress_Rear_Right_1	maid.dress_rear_right_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1662	1	2, 2, 4, 4	
Maid.Dress_Rear_Right_2	maid.dress_rear_right_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2119	1	2, 2, 4, 5	
Maid.Dress_Rear_Right_3	maid.dress_rear_right_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2220	1	2, 2, 4, 6	
Maid.Dress_Rear_Right_4	maid.dress_rear_right_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2301	1	2, 2, 4, 7	
Maid.Dress_Rear_Right_5	maid.dress_rear_right_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2001	1	2, 2, 4, 8	
Maid.Dress_Rear_Right_6	maid.dress_rear_right_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2024	1	2, 2, 4, 9	
Maid.Dress_Rear_Right_7	maid.dress_rear_right_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1952	1	2, 2, 5, 0	
Maid.Dress_Rear_Right_8	maid.dress_rear_right_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2224	1	2, 2, 5, 1	
Maid.Dress_Side_Left_1	maid.dress_side_left_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1594	1	2, 2, 5, 2	
Maid.Dress_Side_Left_2	maid.dress_side_left_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1710	1	2, 2, 5, 3	
Maid.Dress_Side_Left_3	maid.dress_side_left_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1734	1	2, 2, 5, 4	
Maid.Dress_Side_Left_4	maid.dress_side_left_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2577	1	2, 2, 5, 5	
Maid.Dress_Side_Left_5	maid.dress_side_left_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2234	1	2, 2, 5, 6	
Maid.Dress_Side_Left_6	maid.dress_side_left_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2396	1	2, 2, 5, 7	
Maid.Dress_Side_Left_7	maid.dress_side_left_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2542	1	2, 2, 5, 8	
Maid.Dress_Side_Left_8	maid.dress_side_left_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1824	1	2, 2, 5, 9	
Maid.Dress_Side_Right_1	maid.dress_side_right_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1907	1	2, 2, 6, 0	
Maid.Dress_Side_Right_2	maid.dress_side_right_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2490	1	2, 2, 6, 1	
Maid.Dress_Side_Right_3	maid.dress_side_right_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2598	1	2, 2, 6, 2	
Maid.Dress_Side_Right_4	maid.dress_side_right_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1646	1	2, 2, 6, 3	
Maid.Dress_Side_Right_5	maid.dress_side_right_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1718	1	2, 2, 6, 4	
Maid.Dress_Side_Right_6	maid.dress_side_right_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2357	1	2, 2, 6, 5	
Maid.Dress_Side_Right_7	maid.dress_side_right_7	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2353	1	2, 2, 6, 6	
Maid.Dress_Side_Right_8	maid.dress_side_right_8	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1655	1	2, 2, 6, 7	
Maid.Ribbon_Left_1	maid.ribbon_left_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2877	1	2, 2, 8, 3	
Maid.Ribbon_Left_2	maid.ribbon_left_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2627	1	2, 2, 8, 4	
Maid.Ribbon_Left_3	maid.ribbon_left_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2946	1	2, 2, 8, 5	
Maid.Ribbon_Left_4	maid.ribbon_left_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2641	1	2, 2, 8, 6	
Maid.Ribbon_Right_1	maid.ribbon_right_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2823	1	2, 2, 8, 7	
Maid.Ribbon_Right_2	maid.ribbon_right_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2982	1	2, 2, 8, 8	
Maid.Ribbon_Right_3	maid.ribbon_right_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2664	1	2, 2, 8, 9	
Maid.Ribbon_Right_4	maid.ribbon_right_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2670	1	2, 2, 9, 0	
mane_back	mane_back	M2	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	13296	1	2, 7, 0, 6, 7	
Mar-Rig-Breast-L	mar-rig-breast-l	M3	groupFile/Body	HUMAN_CORRECTED	groupFile/Body Morphs	11348	1	1, 6, 8, 3, 8	
Mar-Rig-Breast-R	mar-rig-breast-r	M3	groupFile/Body	HUMAN_CORRECTED	groupFile/Body Morphs	11449	1	1, 6, 8, 3, 9	
Mar-Rig-BreastHuge-L1	mar-rig-breasthuge-l1	M3	groupFile/Body	HUMAN_CORRECTED	groupFile/Body Morphs	11357	1	1, 6, 8, 4, 0	
Mar-Rig-BreastHuge-R1	mar-rig-breasthuge-r1	M3	groupFile/Body	HUMAN_CORRECTED	groupFile/Body Morphs	11256	1	1, 6, 8, 4, 1	
Mar-Rig-Eyebrow-L1	mar-rig-eyebrow-l1	M3	groupFile/Face/Upper Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Upper Face	9688	1	1, 6, 8, 5, 2	
Mar-Rig-Eyebrow-L2	mar-rig-eyebrow-l2	M3	groupFile/Face/Upper Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Upper Face	9815	1	1, 6, 8, 5, 3	
Mar-Rig-Eyebrow-R1	mar-rig-eyebrow-r1	M3	groupFile/Face/Upper Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Upper Face	9554	1	1, 6, 8, 5, 4	
Mar-Rig-Eyebrow-R2	mar-rig-eyebrow-r2	M3	groupFile/Face/Upper Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Upper Face	9759	1	1, 6, 8, 5, 5	
Mar-Rig-Hair-B1	mar-rig-hair-b1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5328	1	1, 6, 8, 5, 8	
Mar-Rig-Hair-B2	mar-rig-hair-b2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7117	1	1, 6, 8, 5, 9	
Mar-Rig-Hair-B3	mar-rig-hair-b3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6447	1	1, 6, 8, 6, 0	
Mar-Rig-Hair-F	mar-rig-hair-f	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5095	1	1, 6, 8, 6, 1	
Mar-Rig-Hair-L	mar-rig-hair-l	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4249	1	1, 6, 8, 6, 2	
Mar-Rig-Hair-R	mar-rig-hair-r	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7920	1	1, 6, 8, 6, 3	
Mar-Rig-Hair-U	mar-rig-hair-u	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5790	1	1, 6, 8, 6, 4	
Mar-Rig-Lips-BC	mar-rig-lips-bc	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8617	1	1, 6, 8, 6, 8	
Mar-Rig-Lips-BL1	mar-rig-lips-bl1	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8742	1	1, 6, 8, 6, 9	
Mar-Rig-Lips-BL2	mar-rig-lips-bl2	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	9084	1	1, 6, 8, 7, 0	
Mar-Rig-Lips-BR1	mar-rig-lips-br1	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8654	1	1, 6, 8, 7, 1	
Mar-Rig-Lips-BR2	mar-rig-lips-br2	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	9007	1	1, 6, 8, 7, 2	
Mar-Rig-Lips-UC	mar-rig-lips-uc	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	9216	1	1, 6, 8, 7, 3	
Mar-Rig-Lips-UL1	mar-rig-lips-ul1	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8978	1	1, 6, 8, 7, 4	
Mar-Rig-Lips-UL2	mar-rig-lips-ul2	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	8974	1	1, 6, 8, 7, 5	
Mar-Rig-Lips-UR1	mar-rig-lips-ur1	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	9297	1	1, 6, 8, 7, 6	
Mar-Rig-Lips-UR2	mar-rig-lips-ur2	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	9240	1	1, 6, 8, 7, 7	
Mar-Rig-Mouth-B	mar-rig-mouth-b	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	9488	1	1, 6, 8, 7, 8	
Mar-Rig-Mouth-U	mar-rig-mouth-u	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	9271	1	1, 6, 8, 7, 9	
Mar-Rig-Skirt-B	mar-rig-skirt-b	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	969	1	1, 6, 8, 8, 0	
Mar-Rig-Skirt-F	mar-rig-skirt-f	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1519	1	1, 6, 8, 8, 1	
Mar-Rig-Tongue-1	mar-rig-tongue-1	M3	groupFile/Face/Tongue	ACCEPTED_AS_PROPOSED	groupFile/Face/Tongue	10036	1	1, 6, 8, 8, 2	
Mar-Rig-Tongue-2	mar-rig-tongue-2	M3	groupFile/Face/Tongue	ACCEPTED_AS_PROPOSED	groupFile/Face/Tongue	10022	1	1, 6, 8, 8, 3	
Mar-Rig-Tongue-3	mar-rig-tongue-3	M3	groupFile/Face/Tongue	ACCEPTED_AS_PROPOSED	groupFile/Face/Tongue	10028	1	1, 6, 8, 8, 4	
Marie hair front left a 1	marie hair front left a 1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5559	1	5, 4, 8, 8	
Marie hair front left a 1_jiggle	marie hair front left a 1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7964	1	5, 4, 8, 9	
Marie hair front left a 2	marie hair front left a 2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5637	1	5, 4, 9, 0	
Marie hair front left a 2_jiggle	marie hair front left a 2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6732	1	5, 4, 9, 1	
Marie hair front left a 3	marie hair front left a 3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5855	1	5, 4, 9, 2	
Marie hair front left a 3_jiggle	marie hair front left a 3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7152	1	5, 4, 9, 3	
Marie hair front left a 4	marie hair front left a 4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5201	1	5, 4, 9, 4	
Marie hair front left a 4_jiggle	marie hair front left a 4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5639	1	5, 4, 9, 5	
Marie hair front left a 5	marie hair front left a 5	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5938	1	5, 4, 9, 6	
Marie hair front left a 5_jiggle	marie hair front left a 5_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	6085	1	5, 4, 9, 7	
Marie hair front left a 6	marie hair front left a 6	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7213	1	5, 4, 9, 8	
Marie hair front left a 6_jiggle	marie hair front left a 6_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7385	1	5, 4, 9, 9	
Marie hair front left b 1	marie hair front left b 1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4215	1	5, 5, 0, 0	
Marie hair front left b 1_jiggle	marie hair front left b 1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4556	1	5, 5, 0, 1	
Marie hair front left b 2	marie hair front left b 2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4599	1	5, 5, 0, 2	
Marie hair front left b 2_jiggle	marie hair front left b 2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	7081	1	5, 5, 0, 3	
Marie hair front left b 3	marie hair front left b 3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	5649	1	5, 5, 0, 4	
Marie hair front left b 3_jiggle	marie hair front left b 3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	4481	1	5, 5, 0, 5	
