exact_literal	ascii_fold_key	current_classification	final_master_path	human_review_disposition	original_proposed_path	review_row_id	sibling_family_count	scanner_source_lines	notes
BackSkirtPullUp	backskirtpullup	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	506	1	1, 0, 0, 2, 7	
ballL	balll	M2	groupFile/Body Morphs	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Body Morphs	14296	1	2, 1, 0, 2, 7	human proposed groupFile/Body vs existing groupFile/Body Morphs -- family NOT moved this phase
ballR	ballr	M2	groupFile/Body Morphs	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Body Morphs	15074	1	2, 1, 0, 2, 8	human proposed groupFile/Body vs existing groupFile/Body Morphs -- family NOT moved this phase
balls	balls	M2	groupFile/Body Morphs	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Body Morphs	13404	1	7, 0, 1, 5	human proposed groupFile/Body vs existing groupFile/Body Morphs -- family NOT moved this phase
Balls 2	balls 2	M2	groupFile/Body Morphs	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Body Morphs	13104	1	4, 2, 4, 0	human proposed groupFile/Body vs existing groupFile/Body Morphs -- family NOT moved this phase
Balls L	balls l	M2	groupFile/Body Morphs	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Body Morphs	11928	1	1, 0, 0, 5, 6	human proposed groupFile/Body vs existing groupFile/Body Morphs -- family NOT moved this phase
Balls R	balls r	M2	groupFile/Body Morphs	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Body Morphs	14945	1	1, 0, 0, 5, 7	human proposed groupFile/Body vs existing groupFile/Body Morphs -- family NOT moved this phase
balls01	balls01	M2	groupFile/Body Morphs	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Body Morphs	15155	1	2, 1, 5	human proposed groupFile/Body vs existing groupFile/Body Morphs -- family NOT moved this phase
balls02	balls02	M2	groupFile/Body Morphs	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Body Morphs	12241	1	2, 1, 6	human proposed groupFile/Body vs existing groupFile/Body Morphs -- family NOT moved this phase
balls03	balls03	M2	groupFile/Body Morphs	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Body Morphs	12195	1	1, 0, 1, 5	human proposed groupFile/Body vs existing groupFile/Body Morphs -- family NOT moved this phase
Balls2_l	balls2_l	M2	groupFile/Body Morphs	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Body Morphs	14578	1	1, 0, 0, 6, 0	human proposed groupFile/Body vs existing groupFile/Body Morphs -- family NOT moved this phase
Balls2_r	balls2_r	M2	groupFile/Body Morphs	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Body Morphs	13718	1	1, 0, 0, 6, 1	human proposed groupFile/Body vs existing groupFile/Body Morphs -- family NOT moved this phase
Balls_l	balls_l	M2	groupFile/Body Morphs	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Body Morphs	14413	1	1, 0, 0, 7, 1	human proposed groupFile/Body vs existing groupFile/Body Morphs -- family NOT moved this phase
Balls_r	balls_r	M2	groupFile/Body Morphs	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Body Morphs	14831	1	1, 0, 0, 7, 2	human proposed groupFile/Body vs existing groupFile/Body Morphs -- family NOT moved this phase
Balls_Root	balls_root	M2	groupFile/Body Morphs	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Body Morphs	12876	1	1, 0, 0, 7, 0	human proposed groupFile/Body vs existing groupFile/Body Morphs -- family NOT moved this phase
Ballsbig	ballsbig	M2	groupFile/Body Morphs	ACCEPTED_AS_PROPOSED	groupFile/Body Morphs	12486	1	4, 2, 4, 1	
bang_l	bang_l	M2	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	13468	1	2, 1, 0, 4, 9	
bang_l.001	bang_l.001	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8414	1	2, 1, 0, 5, 0	
bang_r	bang_r	M2	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	14136	1	2, 1, 0, 5, 1	
bang_r.001	bang_r.001	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8377	1	2, 1, 0, 5, 2	
Bangle_Arm_Left_1	bangle_arm_left_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8335	1	1, 0, 0, 8, 7	
Bangle_Arm_Left_2	bangle_arm_left_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8407	1	1, 0, 0, 8, 8	
Bangle_Arm_Right_1	bangle_arm_right_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8227	1	1, 0, 0, 8, 9	
Bangle_Arm_Right_2	bangle_arm_right_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8274	1	1, 0, 0, 9, 0	
Bangle_Leg_Left_1	bangle_leg_left_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8326	1	1, 0, 0, 9, 1	
Bangle_Leg_Left_2	bangle_leg_left_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8302	1	1, 0, 0, 9, 2	
Bangle_Leg_Right_1	bangle_leg_right_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8338	1	1, 0, 0, 9, 3	
Bangle_Leg_Right_2	bangle_leg_right_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8386	1	1, 0, 0, 9, 4	
bangs	bangs	M2	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	15212	1	2, 1, 0, 5, 3	
barrel_bone	barrel_bone	M2	groupFile/Other	ACCEPTED_AS_PROPOSED	groupFile/Other	13824	1	2, 1, 0, 5, 4	
BAS.Bang_Left_1	bas.bang_left_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8217	1	9, 7, 3, 5	
BAS.Bang_Left_1_jiggle	bas.bang_left_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8271	1	9, 7, 3, 6	
BAS.Bang_Left_2	bas.bang_left_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8228	1	9, 7, 3, 7	
BAS.Bang_Left_2_jiggle	bas.bang_left_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8276	1	9, 7, 3, 8	
BAS.Bang_Left_3	bas.bang_left_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8280	1	9, 7, 3, 9	
BAS.Bang_Left_3_jiggle	bas.bang_left_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8258	1	9, 7, 4, 0	
BAS.Bang_Left_4	bas.bang_left_4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8406	1	9, 7, 4, 1	
BAS.Bang_Left_4_jiggle	bas.bang_left_4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8385	1	9, 7, 4, 2	
BAS.Bang_Left_5	bas.bang_left_5	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8328	1	9, 7, 4, 3	
BAS.Bang_Left_5_jiggle	bas.bang_left_5_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8354	1	9, 7, 4, 4	
BAS.Bang_Left_6	bas.bang_left_6	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8265	1	9, 7, 4, 5	
BAS.Bang_Left_6_jiggle	bas.bang_left_6_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8259	1	9, 7, 4, 6	
BAS.Bang_Right_1_1	bas.bang_right_1_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8230	1	9, 7, 4, 7	
BAS.Bang_Right_1_10	bas.bang_right_1_10	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8292	1	9, 7, 4, 8	
BAS.Bang_Right_1_10_jiggle	bas.bang_right_1_10_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8351	1	9, 7, 4, 9	
BAS.Bang_Right_1_11	bas.bang_right_1_11	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8341	1	9, 7, 5, 0	
BAS.Bang_Right_1_11_jiggle	bas.bang_right_1_11_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8262	1	9, 7, 5, 1	
BAS.Bang_Right_1_1_jiggle	bas.bang_right_1_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8263	1	9, 7, 5, 2	
BAS.Bang_Right_1_2	bas.bang_right_1_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8399	1	9, 7, 5, 3	
BAS.Bang_Right_1_2_jiggle	bas.bang_right_1_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8235	1	9, 7, 5, 4	
BAS.Bang_Right_1_3	bas.bang_right_1_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8343	1	9, 7, 5, 5	
BAS.Bang_Right_1_3_jiggle	bas.bang_right_1_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8388	1	9, 7, 5, 6	
BAS.Bang_Right_1_4	bas.bang_right_1_4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8275	1	9, 7, 5, 7	
BAS.Bang_Right_1_4_jiggle	bas.bang_right_1_4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8303	1	9, 7, 5, 8	
BAS.Bang_Right_1_5	bas.bang_right_1_5	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8413	1	9, 7, 5, 9	
BAS.Bang_Right_1_5_jiggle	bas.bang_right_1_5_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8256	1	9, 7, 6, 0	
BAS.Bang_Right_1_6	bas.bang_right_1_6	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8396	1	9, 7, 6, 1	
BAS.Bang_Right_1_6_jiggle	bas.bang_right_1_6_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8282	1	9, 7, 6, 2	
BAS.Bang_Right_1_7	bas.bang_right_1_7	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8298	1	9, 7, 6, 3	
BAS.Bang_Right_1_7_jiggle	bas.bang_right_1_7_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8393	1	9, 7, 6, 4	
BAS.Bang_Right_1_8	bas.bang_right_1_8	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8222	1	9, 7, 6, 5	
BAS.Bang_Right_1_8_jiggle	bas.bang_right_1_8_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8304	1	9, 7, 6, 6	
BAS.Bang_Right_1_9	bas.bang_right_1_9	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8215	1	9, 7, 6, 7	
BAS.Bang_Right_1_9_jiggle	bas.bang_right_1_9_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8219	1	9, 7, 6, 8	
BAS.Bang_Right_2_1	bas.bang_right_2_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8331	1	9, 7, 6, 9	
BAS.Bang_Right_2_1_jiggle	bas.bang_right_2_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8398	1	9, 7, 7, 0	
BAS.Bang_Right_2_2	bas.bang_right_2_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8299	1	9, 7, 7, 1	
BAS.Bang_Right_2_2_jiggle	bas.bang_right_2_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8364	1	9, 7, 7, 2	
BAS.Bang_Right_2_3	bas.bang_right_2_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8350	1	9, 7, 7, 3	
BAS.Bang_Right_2_3_jiggle	bas.bang_right_2_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8278	1	9, 7, 7, 4	
BAS.Bang_Right_2_4	bas.bang_right_2_4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8347	1	9, 7, 7, 5	
BAS.Bang_Right_2_4_jiggle	bas.bang_right_2_4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8322	1	9, 7, 7, 6	
BAS.Bang_Right_2_5	bas.bang_right_2_5	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8223	1	9, 7, 7, 7	
BAS.Bang_Right_2_5_jiggle	bas.bang_right_2_5_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8346	1	9, 7, 7, 8	
BAS.Bang_Right_2_6	bas.bang_right_2_6	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8368	1	9, 7, 7, 9	
BAS.Bang_Right_2_6_jiggle	bas.bang_right_2_6_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8243	1	9, 7, 8, 0	
BAS.Bang_Right_2_7	bas.bang_right_2_7	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8361	1	9, 7, 8, 1	
BAS.Bang_Right_2_7_jiggle	bas.bang_right_2_7_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8387	1	9, 7, 8, 2	
BAS.Bang_Right_2_8	bas.bang_right_2_8	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8313	1	9, 7, 8, 3	
BAS.Bang_Right_2_8_jiggle	bas.bang_right_2_8_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8283	1	9, 7, 8, 4	
BAS.Front_Bangs_1_1	bas.front_bangs_1_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8279	1	9, 7, 8, 5	
BAS.Front_Bangs_1_1_jiggle	bas.front_bangs_1_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8305	1	9, 7, 8, 6	
BAS.Front_Bangs_1_2	bas.front_bangs_1_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8284	1	9, 7, 8, 7	
BAS.Front_Bangs_1_2_jiggle	bas.front_bangs_1_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8419	1	9, 7, 8, 8	
BAS.Front_Bangs_1_3	bas.front_bangs_1_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8239	1	9, 7, 8, 9	
BAS.Front_Bangs_1_3_jiggle	bas.front_bangs_1_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8240	1	9, 7, 9, 0	
BAS.Front_Bangs_2_1	bas.front_bangs_2_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8404	1	9, 7, 9, 1	
BAS.Front_Bangs_2_1_jiggle	bas.front_bangs_2_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8296	1	9, 7, 9, 2	
BAS.Front_Bangs_2_2	bas.front_bangs_2_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8366	1	9, 7, 9, 3	
BAS.Front_Bangs_2_2_jiggle	bas.front_bangs_2_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8323	1	9, 7, 9, 4	
BAS.Front_Bangs_2_3	bas.front_bangs_2_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8225	1	9, 7, 9, 5	
BAS.Front_Bangs_2_3_jiggle	bas.front_bangs_2_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8319	1	9, 7, 9, 6	
BAS.Front_Bangs_2_4	bas.front_bangs_2_4	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8238	1	9, 7, 9, 7	
BAS.Front_Bangs_2_4_jiggle	bas.front_bangs_2_4_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8402	1	9, 7, 9, 8	
BAS.Front_Bangs_3_1	bas.front_bangs_3_1	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8307	1	9, 7, 9, 9	
BAS.Front_Bangs_3_1_jiggle	bas.front_bangs_3_1_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8311	1	9, 8, 0, 0	
BAS.Front_Bangs_3_2	bas.front_bangs_3_2	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8329	1	9, 8, 0, 1	
BAS.Front_Bangs_3_2_jiggle	bas.front_bangs_3_2_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8273	1	9, 8, 0, 2	
BAS.Front_Bangs_3_3	bas.front_bangs_3_3	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8310	1	9, 8, 0, 3	
BAS.Front_Bangs_3_3_jiggle	bas.front_bangs_3_3_jiggle	M3	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	8212	1	9, 8, 0, 4	
BAS_Dress.Front_1	bas_dress.front_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2277	1	9, 8, 5, 7	
BAS_Dress.Front_2	bas_dress.front_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2189	1	9, 8, 5, 8	
BAS_Dress.Front_3	bas_dress.front_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2022	1	9, 8, 5, 9	
BAS_Dress.Front_4	bas_dress.front_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2266	1	9, 8, 6, 0	
BAS_Dress.Front_5	bas_dress.front_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1599	1	9, 8, 6, 1	
BAS_Dress.Front_6	bas_dress.front_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1796	1	9, 8, 6, 2	
BAS_Dress.Front_Left_1	bas_dress.front_left_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2416	1	9, 8, 6, 3	
BAS_Dress.Front_Left_2	bas_dress.front_left_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1829	1	9, 8, 6, 4	
BAS_Dress.Front_Left_3	bas_dress.front_left_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2079	1	9, 8, 6, 5	
BAS_Dress.Front_Left_4	bas_dress.front_left_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2412	1	9, 8, 6, 6	
BAS_Dress.Front_Left_5	bas_dress.front_left_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1577	1	9, 8, 6, 7	
BAS_Dress.Front_Left_6	bas_dress.front_left_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1903	1	9, 8, 6, 8	
BAS_Dress.Front_Right_1	bas_dress.front_right_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2166	1	9, 8, 6, 9	
BAS_Dress.Front_Right_2	bas_dress.front_right_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1911	1	9, 8, 7, 0	
BAS_Dress.Front_Right_3	bas_dress.front_right_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2202	1	9, 8, 7, 1	
BAS_Dress.Front_Right_4	bas_dress.front_right_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2434	1	9, 8, 7, 2	
BAS_Dress.Front_Right_5	bas_dress.front_right_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1815	1	9, 8, 7, 3	
BAS_Dress.Front_Right_6	bas_dress.front_right_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1755	1	9, 8, 7, 4	
BAS_Dress.Rear_1	bas_dress.rear_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1869	1	9, 8, 7, 5	
BAS_Dress.Rear_2	bas_dress.rear_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2547	1	9, 8, 7, 6	
BAS_Dress.Rear_3	bas_dress.rear_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1902	1	9, 8, 7, 7	
BAS_Dress.Rear_4	bas_dress.rear_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1845	1	9, 8, 7, 8	
BAS_Dress.Rear_5	bas_dress.rear_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1680	1	9, 8, 7, 9	
BAS_Dress.Rear_6	bas_dress.rear_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2191	1	9, 8, 8, 0	
BAS_Dress.Rear_Left_1	bas_dress.rear_left_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1939	1	9, 8, 8, 1	
BAS_Dress.Rear_Left_2	bas_dress.rear_left_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2556	1	9, 8, 8, 2	
BAS_Dress.Rear_Left_3	bas_dress.rear_left_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2391	1	9, 8, 8, 3	
BAS_Dress.Rear_Left_4	bas_dress.rear_left_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1568	1	9, 8, 8, 4	
BAS_Dress.Rear_Left_5	bas_dress.rear_left_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1654	1	9, 8, 8, 5	
BAS_Dress.Rear_Left_6	bas_dress.rear_left_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1986	1	9, 8, 8, 6	
BAS_Dress.Rear_Right_1	bas_dress.rear_right_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1559	1	9, 8, 8, 7	
BAS_Dress.Rear_Right_2	bas_dress.rear_right_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1676	1	9, 8, 8, 8	
BAS_Dress.Rear_Right_3	bas_dress.rear_right_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1777	1	9, 8, 8, 9	
BAS_Dress.Rear_Right_4	bas_dress.rear_right_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1638	1	9, 8, 9, 0	
BAS_Dress.Rear_Right_5	bas_dress.rear_right_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1753	1	9, 8, 9, 1	
BAS_Dress.Rear_Right_6	bas_dress.rear_right_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2149	1	9, 8, 9, 2	
BAS_Dress.Side_Left_1	bas_dress.side_left_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1946	1	9, 8, 9, 3	
BAS_Dress.Side_Left_2	bas_dress.side_left_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1916	1	9, 8, 9, 4	
BAS_Dress.Side_Left_3	bas_dress.side_left_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2205	1	9, 8, 9, 5	
BAS_Dress.Side_Left_4	bas_dress.side_left_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2511	1	9, 8, 9, 6	
BAS_Dress.Side_Left_5	bas_dress.side_left_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1879	1	9, 8, 9, 7	
BAS_Dress.Side_Left_6	bas_dress.side_left_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1689	1	9, 8, 9, 8	
BAS_Dress.Side_Right_1	bas_dress.side_right_1	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1781	1	9, 8, 9, 9	
BAS_Dress.Side_Right_2	bas_dress.side_right_2	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2296	1	9, 9, 0, 0	
BAS_Dress.Side_Right_3	bas_dress.side_right_3	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2035	1	9, 9, 0, 1	
BAS_Dress.Side_Right_4	bas_dress.side_right_4	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2326	1	9, 9, 0, 2	
BAS_Dress.Side_Right_5	bas_dress.side_right_5	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	1818	1	9, 9, 0, 3	
BAS_Dress.Side_Right_6	bas_dress.side_right_6	M3	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	2244	1	9, 9, 0, 4	
BASE	base	M2	groupFile/Body	ACCEPTED_AS_PROPOSED	groupFile/Body	13253	2	1, 0, 8, 3	
base	base	M2	groupFile/Body	ACCEPTED_AS_PROPOSED	groupFile/Body	13252	2	2, 1, 8, ,,  , 6, 6, 8	
Be	be	M2	groupFile/Body Morphs	ACCEPTED_AS_PROPOSED	groupFile/Body Morphs	12414	1	4, 2, 4, 3	
BeakUp	beakup	M2	groupFile/Face/Lower Face	EXCLUDED_EXISTING_FAMILY_AUDIT_CANDIDATE	groupFile/Face/Lower Face	15200	1	1, 0, 1, 2, 8	human proposed groupFile/Face/Mid Face vs existing groupFile/Face/Lower Face -- family NOT moved this phase
Beard	beard	M2	groupFile/Hair	ACCEPTED_AS_PROPOSED	groupFile/Hair	11908	1	4, 2, 4, 5	
bell	bell	M2	groupFile/Clothing	ACCEPTED_AS_PROPOSED	groupFile/Clothing	13518	1	2, 1, 0, 5, 8	
BellowRaise Eyebrows	bellowraise eyebrows	M3	groupFile/Face/Upper Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Upper Face	9653	1	1, 0, 1, 3, 5	
BellowRaise Mouth	bellowraise mouth	M3	groupFile/Face/Lower Face	ACCEPTED_AS_PROPOSED	groupFile/Face/Lower Face	9220	1	1, 0, 1, 3, 6	
