sexual_bones_order_position	exact_literal	source_provenance	prior_body_morphs_presentation_type
677	bip_balls_0_R	Balls Bones	BONE
678	Bip_Balls_0	Balls Bones	BONE
679	bip_balls_1_L	Balls Bones	BONE
680	bip_balls_1_R	Balls Bones	BONE
681	Bip_Balls_1	Balls Bones	BONE
682	Bip_Balls_2	Balls Bones	BONE
683	Bip_Balls_3	Balls Bones	BONE
684	Bip_Balls_4	Balls Bones	BONE
685	Bip_Balls_5	Balls Bones	BONE
686	Bip_Balls_6	Balls Bones	BONE
687	Bip_Balls_7	Balls Bones	BONE
688	Bip_Balls_8	Balls Bones	BONE
689	Bip_Balls_9	Balls Bones	BONE
690	Bip_Balls_10	Balls Bones	BONE
691	Bip_BallsM	Balls Bones	BONE
692	Bip_BallsMaster	Balls Bones	BONE
693	Bip_BallsRoot	Balls Bones	BONE
694	bip_bJiggle_L	Balls Bones	BONE
695	bip_bJiggle_R	Balls Bones	BONE
696	bip_bJiggle0	Breast Bones	BONE
697	bip_bJiggle_0	Balls Bones	BONE
698	bip_Boob_L	Breast Bones	BONE
699	bip_Boob_R	Breast Bones	BONE
700	bip_Boob1_L	Breast Bones	BONE
701	bip_Boob1_R	Breast Bones	BONE
702	Bip_Boob_0_L	Breast Bones	BONE
703	bip_boob_0_R	Breast Bones	BONE
704	bip_Boob_1_L	Breast Bones	BONE
705	bip_Boob_1_R	Breast Bones	BONE
706	bip_Boob_2_L	Breast Bones	BONE
707	bip_Boob_2_R	Breast Bones	BONE
708	bip_Boob_Root_l	Breast Bones	BONE
709	bip_Boob_Root_r	Breast Bones	BONE
710	bip_booba_0_L	Breast Bones	BONE
711	bip_booba_0_R	Breast Bones	BONE
712	bip_booba_1_L	Breast Bones	BONE
713	bip_booba_1_R	Breast Bones	BONE
714	bip_booba_2_L	Breast Bones	BONE
715	bip_booba_2_R	Breast Bones	BONE
716	bip_Booba_3_L	Breast Bones	BONE
717	bip_Booba_3_R	Breast Bones	BONE
718	bip_booty	Butt Bones	BONE
719	bip_breast_L	Breast Bones	BONE
720	bip_breast_R	Breast Bones	BONE
721	bip_Breast	Breast Bones	BONE
722	Bip_Breast00_L	Breast Bones	BONE
723	Bip_Breast00_R	Breast Bones	BONE
724	Bip_Breast01_L	Breast Bones	BONE
725	Bip_Breast01_R	Breast Bones	BONE
726	bip_Breast1_L	Breast Bones	BONE
727	bip_Breast1_R	Breast Bones	BONE
728	Bip_Breast02_L	Breast Bones	BONE
729	Bip_Breast02_R	Breast Bones	BONE
730	bip_breast2_L	Breast Bones	BONE
731	bip_breast2_R	Breast Bones	BONE
732	Bip_Breast03_L	Breast Bones	BONE
733	Bip_Breast03_R	Breast Bones	BONE
734	Bip_Breast04_L	Breast Bones	BONE
735	Bip_Breast04_R	Breast Bones	BONE
736	Bip_Breast05_L	Breast Bones	BONE
737	Bip_Breast05_R	Breast Bones	BONE
738	Bip_Breast06_L	Breast Bones	BONE
739	Bip_Breast06_R	Breast Bones	BONE
740	Bip_Breast07_L	Breast Bones	BONE
741	Bip_Breast07_R	Breast Bones	BONE
742	Bip_Breast08_L	Breast Bones	BONE
743	Bip_Breast08_R	Breast Bones	BONE
744	Bip_Breast09_L	Breast Bones	BONE
745	Bip_Breast09_R	Breast Bones	BONE
746	Bip_Breast10_L	Breast Bones	BONE
747	Bip_Breast10_R	Breast Bones	BONE
748	Bip_Breast.00_L	Breast Bones	BONE
749	Bip_Breast.00_R	Breast Bones	BONE
750	Bip_Breast.01_L	Breast Bones	BONE
751	Bip_Breast.01_R	Breast Bones	BONE
752	Bip_Breast.02_L	Breast Bones	BONE
753	Bip_Breast.02_R	Breast Bones	BONE
754	Bip_Breast.03_L	Breast Bones	BONE
755	Bip_Breast.03_R	Breast Bones	BONE
756	Bip_Breast_00_L	Breast Bones	BONE
757	Bip_Breast_00_R	Breast Bones	BONE
758	Bip_Breast_0_L	Breast Bones	BONE
759	Bip_Breast_0_R	Breast Bones	BONE
760	Bip_Breast_01_L	Breast Bones	BONE
761	Bip_Breast_01_R	Breast Bones	BONE
762	Bip_Breast_1_L	Breast Bones	BONE
763	Bip_Breast_1_R	Breast Bones	BONE
764	bip_breast_01_l	Breast Bones	BONE
765	bip_breast_01_r	Breast Bones	BONE
766	Bip_Breast_02_L	Breast Bones	BONE
767	Bip_Breast_02_R	Breast Bones	BONE
768	Bip_Breast_2_L	Breast Bones	BONE
769	Bip_Breast_2_R	Breast Bones	BONE
770	bip_breast_02_l	Breast Bones	BONE
771	bip_breast_02_r	Breast Bones	BONE
772	Bip_Breast_03_L	Breast Bones	BONE
773	Bip_Breast_03_R	Breast Bones	BONE
774	Bip_Breast_3_L	Breast Bones	BONE
775	Bip_Breast_3_R	Breast Bones	BONE
776	bip_breast_03_l	Breast Bones	BONE
777	bip_breast_03_r	Breast Bones	BONE
778	Bip_Breast_04_L	Breast Bones	BONE
779	Bip_Breast_04_R	Breast Bones	BONE
780	Bip_Breast_4_L	Breast Bones	BONE
781	Bip_Breast_4_R	Breast Bones	BONE
782	bip_breast_04_l	Breast Bones	BONE
783	bip_breast_04_r	Breast Bones	BONE
784	Bip_Breast_05_L	Breast Bones	BONE
785	Bip_Breast_05_R	Breast Bones	BONE
786	bip_breast_05_l	Breast Bones	BONE
787	bip_breast_05_r	Breast Bones	BONE
788	Bip_Breast_06_L	Breast Bones	BONE
789	Bip_Breast_06_R	Breast Bones	BONE
790	bip_breast_06_l	Breast Bones	BONE
791	bip_breast_06_r	Breast Bones	BONE
792	Bip_Breast_07_L	Breast Bones	BONE
793	Bip_Breast_07_R	Breast Bones	BONE
794	Bip_Breast_08_L	Breast Bones	BONE
795	Bip_Breast_08_R	Breast Bones	BONE
796	Bip_Breast_09_L	Breast Bones	BONE
797	Bip_Breast_09_R	Breast Bones	BONE
798	Bip_Breast_10_L	Breast Bones	BONE
799	Bip_Breast_10_R	Breast Bones	BONE
800	bip_breast_B_L	Breast Bones	BONE
801	bip_breast_B_R	Breast Bones	BONE
802	bip_breast_base_L	Breast Bones	BONE
803	bip_breast_base_R	Breast Bones	BONE
804	bip_Breast_C_root	Breast Bones	BONE
805	bip_breast_front_L	Breast Bones	BONE
806	bip_breast_front_R	Breast Bones	BONE
807	bip_breast_inn_L	Breast Bones	BONE
808	bip_breast_inn_R	Breast Bones	BONE
809	bip_breast_jiggle_00_L	Breast Bones	BONE
810	bip_breast_jiggle_00_R	Breast Bones	BONE
811	bip_breast_jiggle_01_L	Breast Bones	BONE
812	bip_breast_jiggle_01_R	Breast Bones	BONE
813	bip_breast_jiggle_02_L	Breast Bones	BONE
814	bip_breast_jiggle_02_R	Breast Bones	BONE
815	bip_breast_jiggle_03_L	Breast Bones	BONE
816	bip_breast_jiggle_03_R	Breast Bones	BONE
817	bip_breast_jiggle_04_L	Breast Bones	BONE
818	bip_breast_jiggle_04_R	Breast Bones	BONE
819	bip_breast_jiggle_05_L	Breast Bones	BONE
820	bip_breast_jiggle_05_R	Breast Bones	BONE
821	bip_breast_jiggle_06_L	Breast Bones	BONE
822	bip_breast_jiggle_06_R	Breast Bones	BONE
823	bip_breast_jiggle_07_L	Breast Bones	BONE
824	bip_breast_jiggle_07_R	Breast Bones	BONE
825	bip_breast_jiggle_08_L	Breast Bones	BONE
826	bip_breast_jiggle_08_R	Breast Bones	BONE
827	bip_breast_jiggle_09_L	Breast Bones	BONE
828	bip_breast_jiggle_09_R	Breast Bones	BONE
829	bip_breast_jiggle_10_L	Breast Bones	BONE
830	bip_breast_jiggle_10_R	Breast Bones	BONE
831	bip_breast_L0	Breast Bones	BONE
832	bip_breast_L1	Breast Bones	BONE
833	bip_breast_L2	Breast Bones	BONE
834	bip_breast_L3	Breast Bones	BONE
835	bip_breast_L4	Breast Bones	BONE
836	bip_breast_L5	Breast Bones	BONE
837	bip_breast_L_root	Breast Bones	BONE
838	bip_breast_nip_L	Breast Bones	BONE
839	bip_breast_nip_R	Breast Bones	BONE
840	bip_breast_out_L	Breast Bones	BONE
841	bip_breast_out_R	Breast Bones	BONE
842	bip_breast_R0	Breast Bones	BONE
843	bip_breast_R1	Breast Bones	BONE
844	bip_breast_R2	Breast Bones	BONE
845	bip_breast_R3	Breast Bones	BONE
846	bip_breast_R4	Breast Bones	BONE
847	bip_breast_R5	Breast Bones	BONE
848	bip_breast_R_root	Breast Bones	BONE
849	Bip_breast_Root_L	Breast Bones	BONE
850	Bip_breast_Root_R	Breast Bones	BONE
851	bip_Breast_Root	Breast Bones	BONE
852	bip_breast_T_L	Breast Bones	BONE
853	bip_breast_T_R	Breast Bones	BONE
854	bip_BreastAerola_L	Breast Bones	BONE
855	bip_BreastAerola_R	Breast Bones	BONE
856	bip_BreastBase_L	Breast Bones	BONE
857	bip_BreastBase_R	Breast Bones	BONE
858	bip_BreastInner_L	Breast Bones	BONE
859	bip_BreastInner_R	Breast Bones	BONE
860	bip_BreastNipple_L	Breast Bones	BONE
861	bip_BreastNipple_R	Breast Bones	BONE
862	bip_BreastRoot	Breast Bones	BONE
863	bip_breasts_L	Breast Bones	BONE
864	bip_breasts_R	Breast Bones	BONE
865	bip_breasts	Breast Bones	BONE
866	bip_breasts_0_L	Breast Bones	BONE
867	bip_breasts_0_R	Breast Bones	BONE
868	bip_breasts_1_L	Breast Bones	BONE
869	bip_breasts_1_R	Breast Bones	BONE
870	bip_breasts_2_L	Breast Bones	BONE
871	bip_breasts_2_R	Breast Bones	BONE
872	bip_breasts_3_L	Breast Bones	BONE
873	bip_breasts_3_R	Breast Bones	BONE
874	bip_BreastsRoot	Breast Bones	BONE
875	bip_BreastTwist_0_L	Breast Bones	BONE
876	bip_BreastTwist_0_R	Breast Bones	BONE
877	bip_BreastTwist_1_L	Breast Bones	BONE
878	bip_BreastTwist_1_R	Breast Bones	BONE
879	bip_BreastUpper_L	Breast Bones	BONE
880	bip_BreastUpper_R	Breast Bones	BONE
881	bip_brest_L_0	Breast Bones	BONE
882	bip_brest_L_1	Breast Bones	BONE
883	bip_brest_R_0	Breast Bones	BONE
884	bip_brest_R_1	Breast Bones	BONE
885	bip_but_L	Butt Bones	BONE
886	bip_but_R	Butt Bones	BONE
887	bip_but_L.000	Butt Bones	BONE
888	bip_but_L.001	Butt Bones	BONE
889	bip_but_L.002	Butt Bones	BONE
890	bip_but_L.003	Butt Bones	BONE
891	bip_but_L.004	Butt Bones	BONE
892	bip_but_L.005	Butt Bones	BONE
893	bip_but_L.006	Butt Bones	BONE
894	bip_but_L.007	Butt Bones	BONE
895	bip_but_L.008	Butt Bones	BONE
896	bip_but_L.009	Butt Bones	BONE
897	bip_but_L.010	Butt Bones	BONE
898	bip_but_R.000	Butt Bones	BONE
899	bip_but_R.001	Butt Bones	BONE
900	bip_but_R.002	Butt Bones	BONE
901	bip_but_R.003	Butt Bones	BONE
902	bip_but_R.004	Butt Bones	BONE
903	bip_but_R.005	Butt Bones	BONE
904	bip_but_R.006	Butt Bones	BONE
905	bip_but_R.007	Butt Bones	BONE
906	bip_but_R.008	Butt Bones	BONE
907	bip_but_R.009	Butt Bones	BONE
908	bip_but_R.010	Butt Bones	BONE
909	Bip_Butt_l	Butt Bones	BONE
910	Bip_Butt_r	Butt Bones	BONE
911	bip_butt_l	Butt Bones	BONE
912	bip_butt_r	Butt Bones	BONE
913	Bip_Butt	Butt Bones	BONE
914	bip_butt00_L	Butt Bones	BONE
915	bip_butt00_R	Butt Bones	BONE
916	bip_Butt1_L	Butt Bones	BONE
917	bip_Butt1_R	Butt Bones	BONE
918	bip_butt01_L	Butt Bones	BONE
919	bip_butt01_R	Butt Bones	BONE
920	bip_butt02_L	Butt Bones	BONE
921	bip_butt02_R	Butt Bones	BONE
922	bip_butt2_L	Butt Bones	BONE
923	bip_butt2_R	Butt Bones	BONE
924	bip_butt03_L	Butt Bones	BONE
925	bip_butt03_R	Butt Bones	BONE
926	bip_butt3_L	Butt Bones	BONE
927	bip_butt3_R	Butt Bones	BONE
928	bip_butt04_L	Butt Bones	BONE
929	bip_butt04_R	Butt Bones	BONE
930	bip_butt05_L	Butt Bones	BONE
931	bip_butt05_R	Butt Bones	BONE
932	bip_butt06_L	Butt Bones	BONE
933	bip_butt06_R	Butt Bones	BONE
934	Bip_Butt.00_L	Butt Bones	BONE
935	Bip_Butt.00_R	Butt Bones	BONE
936	Bip_Butt.01_L	Butt Bones	BONE
937	Bip_Butt.01_R	Butt Bones	BONE
938	Bip_Butt.02_L	Butt Bones	BONE
939	Bip_Butt.02_R	Butt Bones	BONE
940	bip_butt_0_L	Butt Bones	BONE
941	bip_butt_0_R	Butt Bones	BONE
942	bip_butt_1_L	Butt Bones	BONE
943	bip_butt_1_R	Butt Bones	BONE
944	bip_butt_2_L	Butt Bones	BONE
945	bip_butt_2_R	Butt Bones	BONE
946	bip_butt_B_L	Butt Bones	BONE
947	bip_butt_B_R	Butt Bones	BONE
948	bip_butt_base_L	Butt Bones	BONE
949	bip_butt_base_R	Butt Bones	BONE
950	bip_butt_inn_L	Butt Bones	BONE
951	bip_butt_inn_R	Butt Bones	BONE
952	bip_butt_L0	Butt Bones	BONE
953	bip_butt_L1	Butt Bones	BONE
954	bip_butt_out_L	Butt Bones	BONE
955	bip_butt_out_R	Butt Bones	BONE
956	bip_butt_R0	Butt Bones	BONE
957	bip_butt_R1	Butt Bones	BONE
958	bip_Butt_root_l	Butt Bones	BONE
959	bip_Butt_root_r	Butt Bones	BONE
960	bip_butt_T_L	Butt Bones	BONE
961	bip_butt_T_R	Butt Bones	BONE
962	bip_ButtCheak_L	Butt Bones	BONE
963	bip_ButtCheak_R	Butt Bones	BONE
964	bip_buttcheak_0_L	Butt Bones	BONE
965	bip_buttcheak_1_L	Butt Bones	BONE
966	bip_buttcheak_2_L	Butt Bones	BONE
967	bip_buttcheak_3_L	Butt Bones	BONE
968	bip_buttcheak_4_L	Butt Bones	BONE
969	bip_ButtCheak_R_1	Butt Bones	BONE
970	bip_ButtCheak_R_2	Butt Bones	BONE
971	bip_ButtCheak_R_3	Butt Bones	BONE
972	bip_ButtCheak_R_4	Butt Bones	BONE
973	bip_ButtCheak_R_5	Butt Bones	BONE
974	Bip_ButtCont.L	Butt Bones	BONE
975	Bip_ButtCont.R	Butt Bones	BONE
976	Bip_ButtCont_L	Butt Bones	BONE
977	Bip_ButtCont_R	Butt Bones	BONE
978	bip_buttcrack	Butt Bones	BONE
979	Bip_ButtHelper_L	Butt Bones	BONE
980	Bip_ButtHelper_R	Butt Bones	BONE
981	bip_ButtJiggle_L	Butt Bones	BONE
982	bip_ButtJiggle_R	Butt Bones	BONE
983	bip_ButtRoot_L	Butt Bones	BONE
984	bip_ButtRoot_R	Butt Bones	BONE
985	bip_ButtTwist_L	Butt Bones	BONE
986	bip_ButtTwist_R	Butt Bones	BONE
987	bip_cadera_L	Butt Bones	BONE
988	bip_cadera_R	Butt Bones	BONE
989	bip_chest_L	Breast Bones	BONE
990	bip_chest_R	Breast Bones	BONE
991	bip_clit	Vagina Bones	BONE
992	bip_Clitoral1	Vagina Bones	BONE
993	bip_clitt	Vagina Bones	BONE
994	bip_ContTesticle	Balls Bones	BONE
995	bip_crotch	Genital Bones	BONE
996	Bip_Dick_0	Penis Bones	BONE
997	Bip_Dick_00	Penis Bones	BONE
998	Bip_Dick_01	Penis Bones	BONE
999	Bip_Dick_1	Penis Bones	BONE
1000	Bip_Dick_02	Penis Bones	BONE
1001	Bip_Dick_2	Penis Bones	BONE
1002	Bip_Dick_03	Penis Bones	BONE
1003	Bip_Dick_3	Penis Bones	BONE
1004	Bip_Dick_04	Penis Bones	BONE
1005	Bip_Dick_4	Penis Bones	BONE
1006	Bip_Dick_05	Penis Bones	BONE
1007	Bip_Dick_5	Penis Bones	BONE
1008	Bip_Dick_06	Penis Bones	BONE
1009	Bip_Dick_6	Penis Bones	BONE
1010	Bip_Dick_07	Penis Bones	BONE
1011	Bip_Dick_7	Penis Bones	BONE
1012	Bip_Dick_08	Penis Bones	BONE
1013	Bip_Dick_8	Penis Bones	BONE
1014	Bip_Dick_09	Penis Bones	BONE
1015	Bip_Dick_9	Penis Bones	BONE
1016	Bip_Dick_10	Penis Bones	BONE
1017	Bip_Dick_11	Penis Bones	BONE
1018	Bip_Dick_12	Penis Bones	BONE
1019	Bip_Dick_13	Penis Bones	BONE
1020	Bip_Dick_14	Penis Bones	BONE
1021	Bip_Dick_15	Penis Bones	BONE
1022	Bip_Dick_16	Penis Bones	BONE
1023	Bip_Dick_17	Penis Bones	BONE
1024	Bip_Dick_18	Penis Bones	BONE
1025	Bip_Dick_19	Penis Bones	BONE
1026	Bip_Dick_20	Penis Bones	BONE
1027	Bip_Dick_root	Penis Bones	BONE
1028	bip_DickBalls_L	Balls Bones	BONE
1029	bip_DickBalls_R	Balls Bones	BONE
1030	Bip_Dinkie.00	Penis Bones	BONE
1031	Bip_Dinkie.000	Penis Bones	BONE
1032	Bip_Dinkie.001	Penis Bones	BONE
1033	Bip_Dinkie.01	Penis Bones	BONE
1034	Bip_Dinkie.002	Penis Bones	BONE
1035	Bip_Dinkie.02	Penis Bones	BONE
1036	Bip_Dinkie.003	Penis Bones	BONE
1037	Bip_Dinkie.03	Penis Bones	BONE
1038	Bip_Dinkie.004	Penis Bones	BONE
1039	Bip_Dinkie.04	Penis Bones	BONE
1040	Bip_Dinkie.005	Penis Bones	BONE
1041	Bip_Dinkie.05	Penis Bones	BONE
1042	Bip_Dinkie.006	Penis Bones	BONE
1043	Bip_Dinkie.06	Penis Bones	BONE
1044	Bip_Dinkie.007	Penis Bones	BONE
1045	Bip_Dinkie.07	Penis Bones	BONE
1046	Bip_Dinkie.008	Penis Bones	BONE
1047	Bip_Dinkie.08	Penis Bones	BONE
1048	Bip_Dinkie.009	Penis Bones	BONE
1049	Bip_Dinkie.09	Penis Bones	BONE
1050	Bip_Dinkie.010	Penis Bones	BONE
1051	Bip_Dinkie.10	Penis Bones	BONE
1052	Bip_Dong00	Penis Bones	BONE
1053	Bip_Dong01	Penis Bones	BONE
1054	Bip_Dong02	Penis Bones	BONE
1055	Bip_Dong03	Penis Bones	BONE
1056	Bip_Dong04	Penis Bones	BONE
1057	Bip_Dong05	Penis Bones	BONE
1058	Bip_Dong06	Penis Bones	BONE
1059	Bip_Dong07	Penis Bones	BONE
1060	Bip_Dong08	Penis Bones	BONE
1061	Bip_Dong09	Penis Bones	BONE
1062	Bip_Dong10	Penis Bones	BONE
1063	Bip_Dong.000	Penis Bones	BONE
1064	Bip_Dong.001	Penis Bones	BONE
1065	Bip_Dong.002	Penis Bones	BONE
1066	Bip_Dong.003	Penis Bones	BONE
1067	Bip_Dong.004	Penis Bones	BONE
1068	Bip_Dong.005	Penis Bones	BONE
1069	Bip_Dong.006	Penis Bones	BONE
1070	Bip_Dong.007	Penis Bones	BONE
1071	Bip_Dong.008	Penis Bones	BONE
1072	Bip_Dong.009	Penis Bones	BONE
1073	Bip_Dong.010	Penis Bones	BONE
1074	bip_Front_Inner_Pussy	Vagina Bones	BONE
1075	bip_Front_Pussy_Outside	Vagina Bones	BONE
1076	bip_genitals	Genital Bones	BONE
1077	bip_glute_L	Butt Bones	BONE
1078	bip_glute_R	Butt Bones	BONE
1079	Bip_HipCont_L	Butt Bones	BONE
1080	Bip_HipCont_R	Butt Bones	BONE
1081	bip_L_Boob	Breast Bones	BONE
1082	bip_L_Inner_Pussy	Vagina Bones	BONE
1083	bip_l_nalga_0	Butt Bones	BONE
1084	bip_l_nalga_00	Butt Bones	BONE
1085	bip_l_nalga_01	Butt Bones	BONE
1086	bip_l_nalga_1	Butt Bones	BONE
1087	bip_l_nalga_02	Butt Bones	BONE
1088	bip_l_nalga_2	Butt Bones	BONE
1089	bip_l_nalga_03	Butt Bones	BONE
1090	bip_l_nalga_3	Butt Bones	BONE
1091	bip_l_nalga_04	Butt Bones	BONE
1092	bip_l_nalga_4	Butt Bones	BONE
1093	bip_l_nalga_05	Butt Bones	BONE
1094	bip_l_nalga_5	Butt Bones	BONE
1095	bip_l_nalga_06	Butt Bones	BONE
1096	bip_l_nalga_6	Butt Bones	BONE
1097	bip_l_nalga_07	Butt Bones	BONE
1098	bip_l_nalga_7	Butt Bones	BONE
1099	bip_l_nalga_08	Butt Bones	BONE
1100	bip_l_nalga_8	Butt Bones	BONE
1101	bip_l_nalga_09	Butt Bones	BONE
1102	bip_l_nalga_9	Butt Bones	BONE
1103	bip_l_nalga_10	Butt Bones	BONE
1104	bip_L_Pussy_Outside	Vagina Bones	BONE
1105	bip_LB_Anus2	Anus Bones	BONE
1106	bip_LT_Anus2	Anus Bones	BONE
1107	bip_Nipple_L	Breast Bones	BONE
1108	bip_Nipple_R	Breast Bones	BONE
1109	Bip_Nipples_L	Breast Bones	BONE
1110	Bip_Nipples_R	Breast Bones	BONE
1111	bip_NPC_RT_Anus2	Anus Bones	BONE
1112	Bip_Nut_L	Balls Bones	BONE
1113	Bip_Nut_R	Balls Bones	BONE
1114	bip_pec_00_L	Breast Bones	BONE
1115	bip_pec_00_R	Breast Bones	BONE
1116	bip_pec_0_L	Breast Bones	BONE
1117	bip_pec_0_R	Breast Bones	BONE
1118	bip_pec_01_L	Breast Bones	BONE
1119	bip_pec_01_R	Breast Bones	BONE
1120	bip_pec_1_L	Breast Bones	BONE
1121	bip_pec_1_R	Breast Bones	BONE
1122	bip_pec_02_L	Breast Bones	BONE
1123	bip_pec_02_R	Breast Bones	BONE
1124	bip_pec_2_L	Breast Bones	BONE
1125	bip_pec_2_R	Breast Bones	BONE
1126	bip_pec_03_L	Breast Bones	BONE
1127	bip_pec_03_R	Breast Bones	BONE
1128	bip_pec_3_L	Breast Bones	BONE
1129	bip_pec_3_R	Breast Bones	BONE
1130	bip_pec_04_L	Breast Bones	BONE
1131	bip_pec_04_R	Breast Bones	BONE
1132	bip_pec_4_L	Breast Bones	BONE
1133	bip_pec_4_R	Breast Bones	BONE
1134	bip_pec_05_L	Breast Bones	BONE
1135	bip_pec_05_R	Breast Bones	BONE
1136	bip_pec_5_L	Breast Bones	BONE
1137	bip_pec_5_R	Breast Bones	BONE
1138	bip_pec_06_L	Breast Bones	BONE
1139	bip_pec_06_R	Breast Bones	BONE
1140	bip_pec_6_L	Breast Bones	BONE
1141	bip_pec_6_R	Breast Bones	BONE
1142	bip_pec_07_L	Breast Bones	BONE
1143	bip_pec_07_R	Breast Bones	BONE
1144	bip_pec_7_L	Breast Bones	BONE
1145	bip_pec_7_R	Breast Bones	BONE
1146	bip_pec_08_L	Breast Bones	BONE
1147	bip_pec_08_R	Breast Bones	BONE
1148	bip_pec_8_L	Breast Bones	BONE
1149	bip_pec_8_R	Breast Bones	BONE
1150	bip_pec_09_L	Breast Bones	BONE
1151	bip_pec_09_R	Breast Bones	BONE
1152	bip_pec_9_L	Breast Bones	BONE
1153	bip_pec_9_R	Breast Bones	BONE
1154	bip_pec_10_L	Breast Bones	BONE
1155	bip_pec_10_R	Breast Bones	BONE
1156	bip_Pectoral_L_1	Breast Bones	BONE
1157	bip_Pectoral_L_2	Breast Bones	BONE
1158	bip_Pectoral_R_1	Breast Bones	BONE
1159	bip_Pectoral_R_2	Breast Bones	BONE
1160	Bip_Pelvis_L	Butt Bones	BONE
1161	Bip_Pelvis_R	Butt Bones	BONE
1162	bip_penis0	Penis Bones	BONE
1163	bip_penis00	Penis Bones	BONE
1164	Bip_Penis01_L	Penis Bones	BONE
1165	Bip_Penis01_R	Penis Bones	BONE
1166	bip_penis01	Penis Bones	BONE
1167	bip_penis1	Penis Bones	BONE
1168	Bip_Penis02_L	Penis Bones	BONE
1169	Bip_Penis02_R	Penis Bones	BONE
1170	bip_penis02	Penis Bones	BONE
1171	bip_penis2	Penis Bones	BONE
1172	Bip_Penis03_L	Penis Bones	BONE
1173	Bip_Penis03_R	Penis Bones	BONE
1174	bip_penis03	Penis Bones	BONE
1175	bip_penis3	Penis Bones	BONE
1176	Bip_Penis04_L	Penis Bones	BONE
1177	Bip_Penis04_R	Penis Bones	BONE
1178	bip_penis04	Penis Bones	BONE
1179	bip_penis4	Penis Bones	BONE
1180	Bip_Penis05_L	Penis Bones	BONE
1181	Bip_Penis05_R	Penis Bones	BONE
1182	bip_penis05	Penis Bones	BONE
1183	bip_penis5	Penis Bones	BONE
1184	Bip_Penis06_L	Penis Bones	BONE
1185	Bip_Penis06_R	Penis Bones	BONE
1186	bip_penis06	Penis Bones	BONE
1187	bip_penis6	Penis Bones	BONE
1188	Bip_Penis07_L	Penis Bones	BONE
1189	Bip_Penis07_R	Penis Bones	BONE
1190	bip_penis07	Penis Bones	BONE
1191	bip_penis7	Penis Bones	BONE
1192	Bip_Penis08_L	Penis Bones	BONE
1193	Bip_Penis08_R	Penis Bones	BONE
1194	bip_penis08	Penis Bones	BONE
1195	bip_penis8	Penis Bones	BONE
1196	Bip_Penis09_L	Penis Bones	BONE
1197	Bip_Penis09_R	Penis Bones	BONE
1198	bip_penis09	Penis Bones	BONE
1199	bip_penis9	Penis Bones	BONE
1200	bip_penis10	Penis Bones	BONE
1201	Bip_Penis_00	Penis Bones	BONE
1202	bip_penis_0	Penis Bones	BONE
1203	bip_penis_0.000	Penis Bones	BONE
1204	bip_penis_0.001	Penis Bones	BONE
1205	bip_penis_0.002	Penis Bones	BONE
1206	bip_penis_0.003	Penis Bones	BONE
1207	bip_penis_0.004	Penis Bones	BONE
1208	bip_penis_0.005	Penis Bones	BONE
1209	bip_penis_0.006	Penis Bones	BONE
1210	bip_penis_0.007	Penis Bones	BONE
1211	bip_penis_0.008	Penis Bones	BONE
1212	bip_penis_0.009	Penis Bones	BONE
1213	bip_penis_0.010	Penis Bones	BONE
1214	Bip_Penis_01	Penis Bones	BONE
1215	bip_penis_1	Penis Bones	BONE
1216	bip_penis_1.000	Penis Bones	BONE
1217	bip_penis_1.001	Penis Bones	BONE
1218	bip_penis_1.002	Penis Bones	BONE
1219	bip_penis_1.003	Penis Bones	BONE
1220	bip_penis_1.004	Penis Bones	BONE
1221	bip_penis_1.005	Penis Bones	BONE
1222	bip_penis_1.006	Penis Bones	BONE
1223	bip_penis_1.007	Penis Bones	BONE
1224	bip_penis_1.008	Penis Bones	BONE
1225	bip_penis_1.009	Penis Bones	BONE
1226	bip_penis_1.010	Penis Bones	BONE
1227	Bip_Penis_02	Penis Bones	BONE
1228	bip_penis_2	Penis Bones	BONE
1229	bip_penis_2.000	Penis Bones	BONE
1230	bip_penis_2.001	Penis Bones	BONE
1231	bip_penis_2.002	Penis Bones	BONE
1232	bip_penis_2.003	Penis Bones	BONE
1233	bip_penis_2.004	Penis Bones	BONE
1234	bip_penis_2.005	Penis Bones	BONE
1235	bip_penis_2.006	Penis Bones	BONE
1236	bip_penis_2.007	Penis Bones	BONE
1237	bip_penis_2.008	Penis Bones	BONE
1238	bip_penis_2.009	Penis Bones	BONE
1239	bip_penis_2.010	Penis Bones	BONE
1240	Bip_Penis_03	Penis Bones	BONE
1241	bip_penis_3	Penis Bones	BONE
1242	bip_penis_3.000	Penis Bones	BONE
1243	bip_penis_3.001	Penis Bones	BONE
1244	bip_penis_3.002	Penis Bones	BONE
1245	bip_penis_3.003	Penis Bones	BONE
1246	bip_penis_3.004	Penis Bones	BONE
1247	bip_penis_3.005	Penis Bones	BONE
1248	bip_penis_3.006	Penis Bones	BONE
1249	bip_penis_3.007	Penis Bones	BONE
1250	bip_penis_3.008	Penis Bones	BONE
1251	bip_penis_3.009	Penis Bones	BONE
1252	bip_penis_3.010	Penis Bones	BONE
1253	Bip_Penis_04	Penis Bones	BONE
1254	bip_penis_4	Penis Bones	BONE
1255	bip_penis_4.000	Penis Bones	BONE
1256	bip_penis_4.001	Penis Bones	BONE
1257	bip_penis_4.002	Penis Bones	BONE
1258	bip_penis_4.003	Penis Bones	BONE
